Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
calvin,166.4,502,680.1,56,51.8,3.1,21.9,13.5,P
calvin,149,602.1,691.5,56.7,51.2,3.1,3.6,2.7,P
calvin,165.9,665.9,696.7,54,50.3,3,21.1,13.2,P
calvin,166.2,663.5,728.7,52.9,49.4,2.9,21,3.5,P
calvin,249.1,693.7,736.5,53.9,50.7,3,13.2,6.6,P
calvin,166.2,731.6,736.3,54.7,51.4,3,7.6,5.1,P
calvin,132.2,762.3,739.5,54.3,51.1,3,6.8,6,P
calvin,116,402.9,740.2,54.1,51.4,3,13.2,8.6,P
calvin,431.5,419.8,732.7,54.8,52.2,3.1,39.2,11.1,P
calvin,199.6,530,716.5,55.8,52.2,3.1,2.9,3.6,P
calvin,414.9,606,723.5,53.5,50.4,3,7,6.1,P
calvin,116.4,582.5,751.6,53.5,49.7,3,4.6,4.3,P
calvin,397.9,453.3,745.9,53.5,50.7,3,10.5,6.8,P
calvin,132.8,528.1,730.3,55.1,52.1,3.1,16.7,7.5,P
calvin,248.9,616.2,735.2,56.9,52.9,3.2,15.9,13.3,P
calvin,331.9,675.8,735.1,54.7,50.7,3,34.2,8.1,P
calvin,132.7,662.2,734.9,54.3,50.8,3,1.5,3.7,P
calvin,82.9,628.1,732.8,54.6,50,3,3.2,4.2,P
calvin,232.4,599.9,727.1,53.9,50.4,3,4.4,4.8,P
calvin,182.6,616.1,680.8,54.9,50.9,3,4.5,11.2,P
calvin,199,660.6,695.8,56.2,51.4,3.1,3.7,3.8,P
calvin,1642.9,639.7,696,54.1,49.1,3,4.1,11.4,P
calvin,165.4,720.8,704.9,52.9,48.9,3,3.3,4,P
calvin,331.9,693.8,692.9,55.7,51.2,3,4.7,19.5,P
calvin,299,661.4,702.4,54.9,50.4,3,3.7,5.2,P
calvin,248.8,799.8,710.4,52.8,49,3,3.1,3.4,P
calvin,514.6,621.1,682.4,56.3,52,3.1,3.3,15.4,P
calvin,381.6,657,695.6,55.5,51.1,3.1,4.8,3.6,P
calvin,664,628.4,693.9,56.3,51.4,3.1,4.8,6.3,P
calvin,199.4,595.1,691.4,55,50.9,3.1,2,3.6,P
calvin,165.6,551.2,687.7,55.8,51.3,3.2,2.1,4.1,P
calvin,464.7,518,682.9,56.1,51.7,3.2,4,5,P
calvin,315,894,768.5,55.6,52.5,3.2,135.3,24.5,P
calvin,165.9,825.9,780.2,56.2,53,3.1,24.7,5.4,P
calvin,99.5,812.2,743.8,55.8,52.7,3.1,7.6,4.7,P
calvin,232.3,825.6,761.3,56.6,54.2,3.2,9.1,10.8,P
calvin,548.2,808,770.1,55,52.3,3.1,57.4,10.4,P
calvin,82.9,436.6,785.4,53.6,52.6,3,49.8,3.9,P
calvin,331.9,535.6,778.2,57.7,55.2,3.2,56.8,10.2,P
calvin,398.1,585.4,794.6,56.1,53.9,3.1,5.4,13.6,P
calvin,199.4,617.9,793.6,55.3,51.9,3.1,23.2,13.8,P
calvin,215.8,711.8,765.4,56.2,51.6,3.1,25.5,5,P
calvin,199.4,944.5,732.5,57.1,53.6,3.4,121.1,8.9,P
calvin,381.3,853.4,733.1,56.9,53.7,3.3,77,13.3,P
calvin,232.3,835.6,716.3,55.4,51.6,3.2,16.2,9.2,P
calvin,547.6,802.6,713.3,55.4,51.4,3.1,5,5.7,P
calvin,232,822.9,711.2,54.1,49.5,3,3.7,5.3,P
calvin,182.8,794.9,712.1,54.5,49.6,3,3.9,4.8,P
calvin,166.4,745.3,717.7,55.2,49.9,3,2.9,3.7,P
calvin,132.8,748.1,687.9,53.6,49.4,3,4.1,1.9,P
calvin,149.3,749.9,675,53.9,48,3,2.1,2.9,P
calvin,199.2,764.3,658.4,50.3,45.3,2.8,3.3,3.7,P
calvin,298.8,711.2,669.8,50.8,45.4,2.8,2.8,4,P
calvin,165.9,720.8,704.2,49.7,45.7,2.7,2.6,4.3,P
calvin,149.3,721.4,683.4,49.1,44.3,2.7,1.7,1.8,P
calvin,132.8,745.6,674.7,48.4,44.1,2.7,2.6,3.2,P
calvin,182.5,789.6,668.7,48.6,43.1,2.7,3.1,4.7,P
calvin,265.7,764.9,649.8,48.4,42.9,2.7,4.1,2.9,P
calvin,182.9,759.3,668.3,48.6,43.5,2.7,3.7,4.9,P
calvin,746.8,534.6,762.1,51.8,48.7,2.9,213.6,12.9,P
calvin,182.5,444.8,754.8,50.7,48.9,2.8,1.7,4.2,P
calvin,896.1,426.8,743.4,54.7,51.5,3.1,10.8,11.7,P
calvin,1294.1,423.9,732.6,53.4,50.4,3,11.8,19.3,P
calvin,249,451.9,734.2,52.1,49.3,2.9,3.6,6.5,P
calvin,1062.1,422.6,728.1,53.6,50.9,3,7.3,10.9,P
calvin,315.2,426,722.5,56.4,54.1,3.2,3.4,10.7,P
calvin,248.6,444,724.4,54.8,51.9,3.1,2.9,4.4,P
calvin,281.9,430,726.4,52.7,50.1,3,3.1,4.6,P
calvin,232.6,463.9,725.8,52.5,49.5,3,5.3,1.3,P
calvin,481.3,450.8,724.3,54.8,52.6,3.1,4.7,20.7,P
calvin,348.6,530.8,733.7,54.7,50.8,3,5,6,P
calvin,415,599.6,744.8,54.8,51,3,5.3,4.1,P
calvin,447.8,686.5,771.3,54.3,51.3,3,23,42.2,P
calvin,215.7,713.4,820.5,55.2,52.8,3,11.5,9.4,P
calvin,166.1,743,824,54.2,52.3,3,4.6,20.5,P
calvin,282,724.8,794,52.6,50.2,2.9,6.4,15.8,P
calvin,265.6,658.4,817.1,55,53.6,3.1,19.4,38.5,P
calvin,182.5,694.2,848.2,56.9,55.6,3.2,5.1,8.8,P
calvin,115.9,746.6,842.9,55,52.6,3,37,27,P
calvin,746.8,484.7,777.8,53.6,50.6,3,55.7,38.4,P
calvin,149.6,523,780.8,54.1,50.9,3,4.4,3.8,P
calvin,83,603.5,786.4,55.2,52.2,3.1,1.5,6,P
calvin,132.4,680.4,794.9,55.6,53.1,3.1,1.7,6.2,P
calvin,547.6,504.7,774,54.8,52.2,3.1,23.4,9.7,P
calvin,83.1,542.3,775.1,54,51.6,3,2.2,3.4,P
calvin,199.3,569.2,769.6,53.4,51.1,3,3.5,11.2,P
calvin,232.3,608.8,776.4,54.1,51.3,3,4,4.8,P
calvin,232,658.1,780.6,51.2,48.9,2.8,3.2,4.8,P
calvin,265.5,702.7,784.7,50.1,47.2,2.7,3.2,3.6,P
calvin,165.9,688,785.4,50.9,48,2.8,2,3,P
calvin,149.2,717.9,786,50.6,47.3,2.7,3,5.3,P
calvin,215.8,719.5,750.6,51.4,47.2,2.8,2.9,5.1,P
calvin,165.9,745.7,747.3,51,47.4,2.8,1.7,2.6,P
calvin,149.4,778.8,755.2,49.4,46.1,2.8,2,4.8,P
calvin,166.3,823.8,762.3,49,45,2.7,3.1,4.8,P
calvin,83.1,848.9,766.7,48.6,45,2.7,1.6,2.3,P
calvin,116.6,527.2,747.1,49.1,46,2.8,3,8.4,P
calvin,249.2,493.1,745.2,49.1,46,2.8,2.9,6.4,P
calvin,199.3,593.6,760.1,50.3,46.5,2.8,24.1,5.5,P
calvin,166.2,666.5,768.6,50.4,47.4,2.8,16.3,11.2,P
calvin,332.1,705.6,779.4,51.5,48.6,2.8,6.5,10.2,P
calvin,82.7,68.3,772.2,46.2,48.2,2.8,53,10.5,P
calvin,299.2,182.9,744.4,47,49.3,2.9,76.6,36.1,P
calvin,116.4,290.2,707.6,53.4,51.9,3.1,33.5,6.3,P
calvin,232.6,305.8,714.8,55.2,53.1,3.2,32.8,21.4,P
calvin,99.5,731,795.1,59.3,57,3.4,37.3,4.1,P
calvin,348.8,639.9,789.7,59,56.8,3.3,44.8,9.6,P
calvin,166.2,838.4,820.3,53.7,52.6,3,45.5,19.1,P
calvin,133,830.4,814.7,53.5,52.5,3,30.8,8.9,P
calvin,448.5,961.8,814.2,53.6,52,3.2,231.3,35.1,P
calvin,498,873.3,779.3,54,51.4,3.1,93.9,26,P
calvin,132.8,786.3,777.7,52.6,50.9,2.9,14.6,27.7,P
calvin,116.3,798.9,801,53,50.7,3,15.9,3.3,P
calvin,99.8,749.3,774.3,53,49.7,2.9,2.3,6.4,P
calvin,464.1,766.5,781,54.5,52,3,14.2,20.1,P
calvin,248.4,735.8,793.4,52.5,49.6,2.9,8.1,8.9,P
calvin,99.9,711.2,795.2,52.5,49.7,2.9,3.5,5.2,P
calvin,281.9,766.7,787.4,53.3,50.1,2.9,6,4.8,P
calvin,265.5,740.4,751.9,54.4,50.6,3,3,5.7,P
calvin,497.7,759.8,771.5,55.8,53,3.1,7,7.6,P
calvin,132.4,742.7,758.1,54.6,51.1,3.1,3,2.2,P
calvin,165.8,782.1,776.9,53.1,50.4,3,3.9,5.9,P
calvin,232.3,708.6,753.6,52.9,49.8,2.9,4.3,4.1,P
calvin,215.9,684.3,745.5,53,49.2,2.9,7.2,3.5,P
calvin,282.3,467.5,821.3,52.1,51.1,2.9,204.2,26,P
calvin,99.6,449.6,834.9,54.8,53.2,3,25.4,11,P
calvin,116,420.8,824.6,54.6,52.9,3,22.3,8.6,P
calvin,713.6,423.9,817.7,51.9,50.3,2.9,11.1,5.6,P
calvin,199.1,439.2,815.7,51.3,49.8,2.8,2.2,2.3,P
calvin,282.3,403.6,811.5,52.1,50.6,2.9,3.4,8.3,P
calvin,149.2,473.5,813.1,54.2,52.6,3,3.7,4.3,P
calvin,132.9,510,811.5,54,52.3,3,2.9,4.3,P
calvin,216,540.6,812.6,54.1,52.1,3,2.7,5.3,P
calvin,166.1,568.1,813.6,54.1,52.1,3,3.7,2.2,P
calvin,132.5,555.3,786.6,52.5,50.8,2.9,2.7,8,P
calvin,398.3,578.7,801.1,54,51.9,3,5.5,4.6,P
calvin,149.4,615.9,774.8,53.7,50,3,2.3,3.3,P
calvin,398.3,620.2,749,54.8,51.5,3,12.7,12.7,P
calvin,182.5,692.8,748,52.3,48.7,2.8,1.6,5,P
calvin,99.5,519.9,751.4,50.8,48.7,2.8,2.1,4.6,P
calvin,149.1,483.3,744.5,52,49.1,2.9,2.5,5.2,P
calvin,365.1,459.2,743.9,53.2,50.3,3,4.5,4.6,P
calvin,199.5,595.4,754,54.1,49.4,3,2.8,3.1,P
calvin,215.6,615.2,757.4,54.6,50.7,3,2.8,3.3,P
calvin,149.4,630.5,759.7,56.3,51.7,3.1,2.7,2.5,P
calvin,182.8,588.6,755.4,56.8,52.3,3.1,2.8,2.3,P
calvin,182.2,476.6,745.8,55.9,52.7,3.1,2,7,P
calvin,149.3,710.7,753.7,55.7,52.6,3.1,2.9,8.9,P
calvin,248.8,780.4,757.7,55.4,51.3,3.1,2.9,6.6,P
calvin,199.1,722.5,754.1,53.8,49.8,3,3.1,5.4,P
calvin,116.2,681,748.5,53.1,49.7,3,1.6,4,P
calvin,298.8,642.4,745.6,53.8,49.7,3,3,3.2,P
calvin,132.8,621.9,743.5,53.6,49.9,3,2.7,3.4,P
calvin,83.1,599.5,742.3,54,50.2,3,1.7,2.1,P
calvin,248.7,560.6,739.4,54.5,51.1,3,2,3.6,P
calvin,99.5,602.9,740.6,54.3,50.2,3,2.8,3.1,P
calvin,215.6,646.7,746.5,52.1,49.1,2.9,3,3.1,P
calvin,265.7,634.2,745.8,52.4,48.9,2.9,4.1,4,P
calvin,83.2,672.5,747.4,51,49,2.8,1.7,2.2,P
calvin,116.1,702.8,747.7,50.5,48,2.8,1.8,4.2,P
calvin,199.1,739.3,747.3,50.9,47.6,2.8,2.9,5.6,P
calvin,165.8,767.7,746.4,51.8,47.9,2.9,1.9,4,P
calvin,149.4,817.2,745.4,51.4,48,2.9,2.6,3.9,P
calvin,116.1,535.7,711.7,52.3,49.4,2.9,3.9,8.7,P
calvin,215.6,481.6,717.9,52.2,48.7,2.9,7.1,3,P
calvin,331.7,534.8,721.7,50.3,46.9,2.8,3.6,5,P
calvin,232.3,485.3,728.6,50.4,47.7,2.8,4.1,4.3,P
calvin,497.6,462.8,727,52.3,49.1,2.9,5.5,5.6,P
calvin,332.1,496.3,728.8,52.9,49.1,3,2.1,3.3,P
calvin,182.8,473,727.8,53.3,50,3,5,3.2,P
calvin,447.9,470.5,719.8,54.1,51.3,3,3.8,18.3,P
calvin,630.9,454.7,728.7,53.4,50.6,3,3.5,8.2,P
calvin,580.6,483.3,732.3,54.8,51.4,3.1,12.1,11,P
calvin,149.6,476.6,747.5,57.4,54.3,3.3,11.4,7.2,P
calvin,846.6,526.4,736.1,59.9,57.2,3.4,50.6,29.2,P
calvin,763.6,540.2,711.7,61.9,59.1,3.5,31.2,10.8,P
calvin,149.5,565,711,60.7,56.3,3.4,13.3,3.1,P
calvin,580.8,514.7,713,60.2,57,3.4,47.1,9.1,P
calvin,215.6,595.3,715.5,60,56,3.4,5.2,4.6,P
calvin,215.6,617.4,714.7,59.5,55.7,3.4,5.2,12.8,P
calvin,116.4,782.4,733.5,58.1,55.3,3.3,5.7,3.6,P
calvin,198.6,796.4,732.2,55.3,52.2,3.2,15.7,8.3,P
calvin,132.9,770.7,731.1,54.9,52,3.1,4.8,2.8,P
calvin,99.8,465.6,721.8,54,51.7,3.1,5.7,6.4,P
calvin,182.3,447.5,715.9,55.9,52.7,3.2,6.6,5.9,P
calvin,232.5,493.3,701,57.8,54.3,3.2,4.7,14.6,P
calvin,298.5,540.6,714,57.3,53.5,3.2,3.6,4.5,P
calvin,431.6,597,722.1,55.2,51,3.1,5.2,2.8,P
calvin,100.1,612.6,722.9,55.2,52,3.1,1.4,8.9,P
calvin,348.5,782.7,752.8,56,53,3.2,4.9,4.5,P
calvin,182.6,809.8,760.7,54.7,51.3,3.1,4.5,2.1,P
calvin,382.2,459.2,737,56.2,52.7,3.1,4.8,12.2,P
calvin,132.8,751.8,763.2,55.5,51.5,3.1,3.3,10.1,P
calvin,248.9,803.7,770,53.5,49.4,3,2.4,4.9,P
calvin,115.9,471.8,746.7,53.1,50.1,3,3.7,8.2,P
calvin,315.3,449.3,742.8,53.1,50.3,3,3.6,4.9,P
calvin,215.7,542.6,749.3,53,49.1,3,4.3,3.5,P
calvin,315.5,594.9,754.7,52.6,48.9,3,2.9,3.6,P
calvin,166,657,762.2,52.1,48.5,2.9,2.2,3.8,P
calvin,381.7,622.5,761.5,51.7,47.7,2.9,4,4.8,P
calvin,215.8,670.2,769.5,51.4,47.5,2.8,2.8,3.8,P
calvin,149.6,746.7,771.5,49.8,45.7,2.7,1.8,3.4,P
calvin,216.1,1235.8,805,45.6,46.3,3,6.7,5.2,P
calvin,99.5,1236.7,836.4,45.7,47.2,3,5.5,6.9,P
calvin,299,674.6,756.1,51.5,48.2,2.8,3.4,9.4,P
calvin,116.2,754.8,776.8,52.6,49.6,2.9,2.7,5.4,P
calvin,365,706.5,771.8,49.4,46,2.7,5.4,4.9,P
calvin,447.9,740.9,775,48.8,45.6,2.7,2.7,4,P
calvin,215.7,608.1,759.2,48.5,45.4,2.7,15,7.8,P
calvin,265.8,530.9,721.1,53.6,49.9,3,25.6,12.5,P
calvin,248.9,577.4,724.3,51.1,47.3,2.8,7.3,9.4,P
calvin,149.3,545.6,718.2,50,45.7,2.8,2.2,6.6,P
calvin,414.5,506,712.4,50.9,46.7,2.9,7.1,5.4,P
calvin,481.3,545,714.8,52.9,49.1,3,6.3,6.6,P
calvin,199.1,585.7,721,52.8,48.9,3,2.3,2.9,P
calvin,149.7,689.9,725.7,51.9,48.1,3,2.1,4.1,P
calvin,116.2,602.5,693.9,52.3,47.7,3,2.5,2.4,P
calvin,298.9,530.7,680.9,52.4,47.6,2.9,7,7.6,P
calvin,182.7,566,683.1,51.7,46.3,2.8,3.2,2.3,P
calvin,215.7,607.4,687.5,50.1,45.1,2.8,1.9,3,P
calvin,381.7,645.1,694,51.8,46.1,2.8,4.5,3.8,P
calvin,116.4,524.7,701,52.4,48.6,2.9,3.1,4.9,P
calvin,133.2,504.5,686.1,54.4,50.5,3,4.3,12.5,P
calvin,182.5,543.9,696.1,56.5,52.1,3.1,3.5,2.9,P
calvin,132.7,518.6,696.1,53.6,49.3,3,2.4,3.7,P
calvin,281.7,574.9,702,50.6,46.5,2.8,2.4,4.7,P
calvin,365.3,622.2,708.2,50.6,46.1,2.8,3.3,3.7,P
calvin,315.6,648.6,712.6,48.5,44.4,2.7,6.4,2.9,P
calvin,215.5,687.4,719.1,47.7,43.9,2.6,1.6,2.4,P
calvin,298.7,736.2,728.8,47.4,43.4,2.6,4.5,3.7,P
calvin,132.3,762.1,735.5,47.6,44.5,2.7,2,3.3,P
calvin,132.8,729,730.6,48.5,43.5,2.6,3.4,1.7,P
calvin,382,691.3,726.6,49.7,45.6,2.7,3.6,3.8,P
calvin,165.8,730,733.6,50,46,2.8,3.4,3.3,P
calvin,249,818.8,744.3,50.5,46.7,2.8,2.8,10,P
calvin,331.9,831.6,746.6,52.3,48,3,4.8,2.9,P
calvin,132.8,664.6,728,52.9,48.5,2.9,2.8,7.4,P
calvin,746.9,732.9,725.5,54.8,50.5,3.1,4.9,23.1,P
calvin,929.6,747.3,738.2,55,51.5,3.1,4.1,22.8,P
calvin,165.9,806.9,760.1,54.6,51,3.1,3.8,4.8,P
calvin,182.6,838.2,757,56.5,54.9,3.3,1.4,5,P
calvin,631.2,725.2,723.8,56.1,52.3,3.1,6.3,14.6,P
calvin,398.3,700.4,720.6,53,48.1,2.9,4.1,4.6,P
calvin,149.6,687.7,717.2,54,50,3,2.7,4.9,P
calvin,149.5,658.3,714.2,54.1,50,3,3.5,2.1,P
calvin,182.7,562.7,707,56.1,52.3,3.2,2.2,5.3,P
calvin,547.5,539.5,702.2,57.7,53.4,3.2,5.1,6.2,P
calvin,265.4,513.5,707.8,57.6,53,3.2,2.6,2.7,P
calvin,896.6,525.4,702.4,57.6,53.7,3.3,6.1,20.3,P
calvin,166.3,601.1,712,56.9,52,3.2,2.5,5.5,P
calvin,99.7,605.5,686.4,58.8,54.8,3.3,3,9.2,P
calvin,281.9,791.7,737.7,58.1,54.1,3.3,178.3,31.7,P
calvin,99.5,403.8,756.5,54.2,53.5,3.1,76.9,19,P
calvin,232.2,606.5,720.7,57.4,54.5,3.3,55.2,5.7,P
calvin,663.7,711.1,720.1,57.4,53.6,3.3,14,7,P
calvin,182.9,797.8,726.8,56.9,52,3.2,2.2,6.4,P
calvin,199.1,881,733.4,57.3,53.2,3.3,4.4,3.4,P
calvin,132.7,890.9,742.9,57.4,54.8,3.3,2.9,3.7,P
calvin,116.4,660.4,747.4,58.6,55.1,3.3,5.7,5,P
calvin,132.7,516.6,746,59.1,57,3.4,1.7,6.8,P
calvin,281.9,459.4,730,60.3,57.2,3.4,9,6.9,P
calvin,249.2,541,697.7,58.1,54.7,3.3,4.7,4.1,P
calvin,348.5,982.9,735.1,56.2,53.2,3.3,291.9,62.3,P
calvin,99.9,891.1,710.9,57.7,53.2,3.2,25.1,3.4,P
calvin,115.9,803.8,675.1,57.9,52.6,3.2,16.6,3.3,P
calvin,149.5,796.4,668.3,56.6,50.9,3.2,19.5,10.1,P
calvin,231.9,817.2,733.8,53.6,49.2,3,24.8,10.4,P
calvin,215.5,698,675,56.1,50.8,3.1,4.7,6.4,P
calvin,166,728.3,653,55.4,49.5,3.1,3.4,2.7,P
calvin,265.2,684.8,655.2,52.6,47.1,3,5.3,3.8,P
calvin,82.9,793,706.2,51.8,46.2,2.9,1.9,2.6,P
calvin,763.4,832,735.5,51.7,47.6,3,7.7,12.1,P
calvin,266,788.3,704.1,49.2,45,2.8,2.7,5.4,P
calvin,215.8,824.8,748.5,49.6,45.3,2.8,2.5,5,P
calvin,199.2,795.8,754.3,50,45.3,2.8,2.6,3.8,P
calvin,216,496.9,787.3,51.4,49.2,2.9,120.1,10.1,P
calvin,365.5,561.6,750.5,53.8,50.4,3,121,24.1,P
calvin,481.5,588.3,742.3,53.1,50,3,24.9,26.6,P
calvin,348.1,402.1,906.9,55.9,55.5,3.1,95.5,46.4,P
calvin,780.3,691,675.4,57.1,52.6,3.2,54,33.3,P
calvin,464.3,641.9,687,54.6,50.3,3.1,11.9,9.2,P
calvin,199.1,694.4,686.8,54.6,49.8,3.1,17.1,7.5,P
calvin,747,715.8,690.5,55.1,50.4,3.1,19.5,24.8,P
calvin,581.4,737.3,688.7,52.1,46.8,2.8,9.7,17.3,P
calvin,281.7,707.2,694.1,51.7,46.8,2.8,3.6,3.4,P
calvin,165.9,742.5,698.2,51.1,47,2.8,2.4,2.5,P
calvin,149.3,650,719.9,51.2,47.8,2.8,3.8,5.1,P
calvin,149.3,621.7,733.2,53,49,2.9,1.9,3.2,P
calvin,348.6,550.5,732,54.7,51.1,3.1,3.1,3.3,P
calvin,149.4,530.2,729.3,54.9,50.9,3.1,2.7,4.1,P
calvin,116.2,509.3,727.9,54.7,50.1,3,5.3,2.8,P
calvin,232.8,468.2,725.3,54.3,50.6,3,2.8,3.4,P
calvin,149.2,522.9,737,53.6,50,3,2.7,2.9,P
calvin,116.4,675.3,748,54,50.1,3,1,4.4,P
calvin,199.2,703.5,749.9,54,49.8,3,2.9,3.4,P
calvin,215.8,843,725.7,51.7,47.5,3,3.2,6.2,P
calvin,149.2,804.3,715,50.9,47.6,2.8,3,5.2,P
calvin,199.1,722.3,704.3,50.8,46.2,2.8,2.3,7.9,P
calvin,132.9,650.6,690.6,50.5,46.3,2.8,2.6,5,P
calvin,265.7,598.1,666.9,50.6,46.3,2.8,2.9,20.6,P
calvin,381.3,630,688.9,51.7,47.2,2.8,17.9,11.6,P
calvin,82.7,674.5,703.5,51.4,46.4,2.8,10.5,2.2,P
calvin,215.5,813.9,718.2,49.6,45,2.8,16.1,8.5,P
calvin,232,694.8,733.2,48.9,45.4,2.7,13,8.5,P
calvin,331.9,620.1,729.1,47.3,43.3,2.6,6.6,12.3,P
calvin,149.3,580.5,713.8,47.1,43.8,2.6,4.1,4.5,P
calvin,448.1,560.5,704.9,51,46.7,2.8,4.8,24.3,P
calvin,497.6,550.5,708.4,50.2,46.5,2.8,5.9,5.2,P
calvin,398.3,609.3,725.3,49.9,46,2.8,8,12,P
calvin,248.9,537.4,702.2,52.2,47.9,2.9,19,23.4,P
calvin,282,610.3,697.9,54.9,51.1,3.1,12.6,19,P
calvin,249.3,641.1,709.5,54.7,51,3,5.1,2.8,P
calvin,249.1,624.1,713.5,54,50.2,3,3.4,3.5,P
calvin,249.1,593.8,712,55,51.1,3.1,3.9,4.3,P
calvin,182.6,577.8,704.7,55.1,51.5,3.1,3.2,2.4,P
calvin,149.6,536.2,700.6,54.4,50.8,3,1.7,4.6,P
calvin,282.5,495.9,697.2,55.1,50.4,3.1,3.1,2.5,P
calvin,630.2,641.3,723.9,57.6,53.4,3.2,4.3,9.8,P
calvin,514.4,625.6,721.6,58,54.5,3.3,3.9,5.7,P
calvin,332.1,851.3,745.7,57.8,55.2,3.3,189.8,22.9,P
calvin,182.6,751.2,748.1,60.8,57.3,3.4,13,9.4,P
calvin,99.8,467.6,725.3,60.3,57.5,3.4,55.3,5.3,P
calvin,829.5,524.7,702.5,57.7,54.6,3.3,58.9,12.2,P
calvin,1659.1,525.9,693.6,56,51.5,3.2,7.8,10.1,P
calvin,913.1,532.5,685.9,54.8,49.8,3.1,14.4,15.8,P
calvin,282.2,529.9,678.1,54.4,49.4,3,3.2,15,P
calvin,1277.8,545.6,694.6,53.4,49.3,3,22.6,14.4,P
calvin,613.6,588.7,691.7,53,49.1,3,7.3,6.5,P
calvin,979.4,540.7,694.7,55,50.4,3.1,6.2,21.7,P
calvin,647.1,655.3,704.1,55.3,50.3,3.1,6.5,7.3,P
calvin,199,725.7,723.6,55.3,50.3,3.1,4.6,2.6,P
calvin,282.2,793.8,731.6,56.1,51.5,3.2,4.7,4,P
calvin,232.4,912.2,655,55.8,49.4,3.2,4.7,4.4,P
calvin,132.8,606,691.2,55.3,51.8,3.1,4.1,11,P
calvin,1195.3,547.8,707.7,55.2,51,3.1,18.5,9.2,P
calvin,232.6,416.1,694.6,53.9,51.4,3.1,3.4,8.1,P
calvin,149.1,397.8,694.9,54.8,52.2,3.2,4,3.1,P
calvin,763.9,369.7,699.2,52.7,50.5,3.1,10.8,5.3,P
calvin,116.2,397.2,697.6,51.6,49.6,3,3.8,4.8,P
calvin,215.4,410.6,678.5,54.1,50.7,3.1,43.4,5.7,P
calvin,796.9,462.1,672.1,56.6,52.3,3.2,18.9,15.3,P
calvin,928.9,456.6,663.5,58.7,53.8,3.4,14.8,7.1,P
calvin,1493.8,448,660.6,58.4,54.4,3.4,13.2,22.1,P
calvin,431.8,460.7,666.5,58.6,53.8,3.4,3.8,4.7,P
calvin,348.3,473.7,669.9,57.7,52.6,3.3,6.4,4.7,P
calvin,166.4,491.7,674.7,57.3,52,3.2,3.1,3.2,P
calvin,115.9,495.6,662.9,56.6,52.4,3.2,2,8,P
calvin,199.6,621.2,689.5,58.2,53.4,3.2,2.7,3.1,P
calvin,116,757.2,716.5,56.4,51.3,3.1,2,2.7,P
calvin,99.8,826.2,720.3,54,49,3.1,2.7,2,P
calvin,132.9,852,719.2,53,48.5,3,2.7,4.8,P
calvin,165.9,673.6,737.4,52.8,48.4,2.9,4.1,7.9,P
calvin,116.2,610.8,725.7,51.9,49,3,2.1,3.2,P
calvin,165.8,553.4,716.6,52.9,49,3,2.4,5,P
calvin,182.3,519.1,670.3,52.5,47.4,3,17.1,10.9,P
calvin,165.9,661.7,695.9,53.3,48.6,3,17.3,8.4,P
calvin,182.6,750.3,712.3,53.8,49,3,17.4,7.3,P
calvin,182.7,526.3,713,53.7,49.7,3,18.3,12.6,P
calvin,132.8,692.6,750.7,55.5,51.9,3.1,4.8,6.6,P
calvin,248.8,728.3,746.9,54.3,50.5,3.1,6.4,6.5,P
calvin,182.3,784.2,758.8,52.4,49.1,3,19.2,4.7,P
calvin,232.4,783,763.9,51.9,48.1,2.9,19.8,8.4,P
calvin,414.7,656.6,731.2,54.4,50.7,3,5.9,13.3,P
calvin,99.8,1120.9,771.5,50.7,49.3,3.2,71.8,16.8,P
calvin,149.6,1081,766.3,51.7,50.3,3.2,16,8.5,P
calvin,696.8,1073.5,758.7,52.9,50.6,3.2,29.3,11.2,P
calvin,116.4,764.3,733.8,54,50.4,3,8,5.5,P
calvin,82.9,721.4,712.3,57.6,53.2,3.2,1.9,5.4,P
calvin,198.8,1020.2,739.8,56.6,54.5,3.4,4,8.4,P
calvin,115.9,997,703.5,55.3,51.6,3.3,3.2,4.9,P
calvin,166.2,984.6,682.2,53.1,48.7,3.2,5.3,5,P
calvin,149.4,1041.7,740.2,51.3,48.1,3.1,4.9,5.4,P
calvin,116.1,1048.9,750.8,51.3,48.4,3.1,3.1,3,P
calvin,116.3,1117.4,743.8,52,50.1,3.2,2.3,5.4,P
calvin,182.1,1073.9,704,52.8,49.9,3.2,2.5,3.4,P
calvin,414.8,1127.9,704.1,51.7,48.9,3.2,20.5,6.1,P
calvin,348.6,1043.6,703.5,50.2,45.5,3,3.9,3.7,P
calvin,381.4,1022.7,718.4,50.5,46.5,3,3.2,5.4,P
calvin,332.5,845.3,732.9,48.8,44.6,2.7,208.8,14.3,P
calvin,282,667.8,729.8,47.4,43.4,2.6,14.6,10.8,P
calvin,215.5,713.7,704.9,46.1,41.5,2.5,8.5,7.8,P
calvin,115.9,677.9,734.4,45.6,41.6,2.5,2.4,5.9,P
calvin,99.7,648.2,761.6,46.8,42.7,2.6,1.5,5.4,P
calvin,249.1,644.5,769.1,47.7,44.7,2.6,4.9,4.2,P
calvin,133.1,657.6,702.2,49.4,44.6,2.7,2.4,5.4,P
