Participant,Event Duration [ms],Saccade Start Position X [px],Saccade Start Position Y [px],Saccade End Position X [px],Saccade End Position Y [px],Saccade Amplitude [°],Saccade Acceleration Average [°/s²],Saccade Acceleration Peak [°/s²],Saccade Deceleration Peak [°/s²],Saccade Velocity Average [°/s],Saccade Velocity Peak [°/s],Saccade Peak Velocity at [%],Label
durgesh (1),66.6,839.4,751.7,678.7,765.7,5.5,6958,12451.1,2.7,113,250.9,49.6,P
durgesh (1),66.6,694.4,753.8,819.6,744.2,4.6,6878.4,12093.2,865.3,88.7,248.3,49.8,P
durgesh (1),82.7,822,747.9,650.4,762.8,5.9,6285.6,15072,14.9,103.9,259.3,39.9,P
durgesh (1),66.6,669,747,805.6,746.4,4.8,4488.3,8954.9,560.1,129.9,222.6,49.8,P
durgesh (1),116.3,806.7,735.6,842.6,765.5,2.3,2656,7822.2,231.6,32.7,125.3,28.8,P
durgesh (1),33.2,775.3,765.9,800.2,769.3,0.8,2272.8,4364.2,181.4,38.7,69.5,50,P
durgesh (1),82.8,819.2,765.4,486.5,804.4,11.1,9786.3,18265.7,748.8,188.5,416,39.9,P
durgesh (1),83,495.5,788.2,359.7,954.2,7.9,8809.4,17347.2,31.1,139.3,337.8,40.1,P
durgesh (1),99.3,365.7,926.7,758.2,775.1,14.8,12424.5,27641.6,638,211.3,507.1,33.5,P
durgesh (1),49.7,758.8,758.4,825.7,772.2,2.2,7351.7,10833.7,645.9,65.8,181.5,33.2,P
durgesh (1),83.3,825.9,763.9,795,769.8,1.3,679.7,970.8,391.4,19.6,39.7,59.9,P
durgesh (1),66.2,794.1,770.7,680.4,769.6,3.6,5654,10795.4,644,82.2,189.1,50,P
durgesh (1),66.1,691.2,758.5,796,769.8,3.5,6691,12959.3,221.2,74.6,235.3,50.2,P
durgesh (1),49.7,793.3,762,765.7,767.2,1.1,1151,2514.4,223.7,26.4,41.5,33.8,P
durgesh (1),33.1,773.1,770.4,749.5,775.4,0.9,2292.4,3893.8,690.9,37.7,68.4,49.1,P
durgesh (1),33.5,739.9,776,720,781.8,0.8,2057.7,3554.7,560.7,30.8,57.5,49.5,P
durgesh (1),33.3,721.8,775.4,707,779.2,0.6,1651.7,2585.4,718,23.7,42.3,50,P
durgesh (1),50.4,700.9,778.8,682.1,779.4,0.8,879.4,2399.5,19.6,19.8,46,67,P
durgesh (1),50.1,685.4,781,746.4,764.8,2.9,4785.4,7523.9,579.8,61.4,137.6,33.7,P
durgesh (1),50,754.1,758.1,760.2,744.5,1.5,555.7,1179.7,136,14.6,22.7,33.8,P
durgesh (1),33.2,769.7,740.3,803.8,738.5,1.3,2834.1,5226.9,441.3,51.7,94.7,50,P
durgesh (1),66.6,811.7,735.9,696.7,777.9,5.5,4343.2,12471.5,434.1,88.4,202.2,49.7,P
durgesh (1),99.2,703.8,768.8,686.8,778.4,1,602.8,942,0.4,9.2,29.3,50.2,P
durgesh (1),32.9,811.1,749.2,833.3,742.6,1,1976.2,3643.6,308.8,36.1,64.8,49.9,P
durgesh (1),66.2,835.8,744.3,639.2,808.8,8.6,8135.6,12514.1,1039.6,147,320.2,50.2,P
durgesh (1),49.8,666.9,781.1,622.1,743.8,4,2988.9,4990.6,358.3,60.7,89.4,66.6,P
durgesh (1),49.5,629.2,726.3,577.3,723.9,2.1,2496.3,6202.5,69.2,53.6,123.4,67.1,P
durgesh (1),66.4,582.6,716.2,681.6,784.6,6.1,7425.2,13730.2,762.7,88.7,250.1,49.6,P
durgesh (1),33.1,685.2,776.6,672.9,786.8,0.9,1087.1,1927.4,246.7,28.1,44.1,50.3,P
durgesh (1),82.7,668.8,771.3,867.8,741.7,7.8,7457.3,16103.3,519.8,115.3,304.9,40.3,P
durgesh (1),66.5,856.8,739.6,646.5,802.8,8.9,9758.2,17070.3,5.7,153.3,364.5,49.8,P
durgesh (1),33,656.2,784.4,636.1,791.8,0.8,1975.2,3300.9,649.5,34.4,61,49.1,P
durgesh (1),33.2,635.6,785.4,622,789.4,0.6,1011.9,1725.4,298.4,25.1,39,50.3,P
durgesh (1),33,627.5,784.1,616.1,792.8,0.5,1872.4,2954.5,790.3,24.4,40,50.1,P
durgesh (1),50,614.1,791.9,636.3,781.3,1.2,853.9,2022,137.6,24.9,34.6,67,P
durgesh (1),49.8,623.9,787.7,600.2,796.7,1.5,1063.8,2112.2,6.1,35.1,39.2,66.8,P
durgesh (1),66.8,595.9,794.2,710.5,776.1,4.3,5548.8,9192.7,157.2,82.4,208.4,50.2,P
durgesh (1),50.2,700.9,773.4,765.7,769.5,2.4,3302.9,5997.4,793.7,63.8,139.7,66.4,P
durgesh (1),83.1,765.3,766.3,583.7,810.7,6.9,9142.5,18810,450.9,126.4,342,39.9,P
durgesh (1),50,586.8,801.7,569.4,813,0.8,975.2,1079.9,841.6,23.5,36,65.8,P
durgesh (1),115.7,572.3,806.5,702.2,764.6,5.4,3343.4,7790.6,202.5,56.6,138.5,28.7,P
durgesh (1),66.4,725.5,761.8,777.1,771.2,2.2,2882.4,6276.5,495.9,54.9,117.1,75,P
durgesh (1),83.3,780.6,769.6,628,799.5,5.9,6280.9,11246.2,502.8,100,243,40,P
durgesh (1),33.2,631.2,792.8,650.8,781.4,1,2314.3,3649.4,979.1,35.2,62.8,50,P
durgesh (1),50,661.2,776.4,602.6,798.6,2.3,2899.5,5595.8,168.9,61.2,133.4,66.3,P
durgesh (1),49.7,605.9,785.7,594.7,796.1,0.6,1621.7,3880.5,235.5,22.2,53.1,66.5,P
durgesh (1),49.6,608.8,775.2,671.5,768.2,2.3,3312.3,6529.6,696.5,61.1,108.6,33.7,P
durgesh (1),66.3,677.3,762.2,751,754.4,2.9,4296,9455.3,261.4,54,158.7,50,P
durgesh (1),66.4,752.9,747.1,835.5,745.2,2.8,5409.4,10585.2,471.1,61.4,171.7,50.1,P
durgesh (1),49.9,818.1,743.7,782.4,734.6,1.4,3315.2,5121.2,1252.2,39.3,79.4,33,P
durgesh (1),33,792,733.6,797.2,755.5,1.8,1942.8,2828.7,1056.9,39.8,63,49.9,P
durgesh (1),49.8,775.4,751.1,698.1,763.6,3.6,3239.6,7097.3,1.3,91.3,168.1,66,P
durgesh (1),66.1,714.4,752.5,813.6,744.6,3.7,6371.1,11875.2,542.8,72.1,218,49.7,P
durgesh (1),49.9,768.1,760.2,781.4,729.3,3.4,2544.9,3789.6,862.9,36.8,59.2,32.9,P
durgesh (1),66.1,773.7,728.3,637.5,762.3,5.4,6923.2,13182.7,664.3,99.7,266,50.1,P
durgesh (1),66.6,659.4,749.5,768.7,744,4.1,6299.6,12046,403.2,78.1,213.2,49.9,P
durgesh (1),49.3,761.1,743,711.9,760.5,3.2,2155.1,3783.5,28,63,103.5,66.6,P
durgesh (1),49.7,705.8,761.4,634.4,792.6,3.2,3123.1,6495.6,5.8,90.5,162.2,66.6,P
durgesh (1),49.4,636.8,775.6,579.9,799.8,2.2,4041.3,7383.5,540,59.2,120.6,33.5,P
durgesh (1),49.6,608.7,783.3,675.5,768.4,3.5,2636.1,5985.6,38.6,78.2,144.6,66.9,P
durgesh (1),49.9,618.7,781.2,652.6,773.5,1.4,2213.1,4438.2,641,37.6,58.9,33.3,P
durgesh (1),66.7,650.8,762.5,723.3,738.9,3.9,4106.5,7129.7,1430.5,56.7,144.4,50.2,P
durgesh (1),66.2,711.8,732.4,641.7,781.1,4.6,4249.5,9593.8,708.2,73.1,144.5,49.5,P
durgesh (1),49.9,648.1,766.9,593.8,785.9,2.1,2820.9,5593.5,391.9,55.5,99.7,33.9,P
durgesh (1),49.6,604.3,771.3,683.8,746.5,3.5,3086.3,7268.4,589.7,79.5,126,33.4,P
durgesh (1),49.6,682.9,743.4,758.6,739.8,2.4,2874.4,4181.1,728,72.3,135.9,66.6,P
durgesh (1),49.4,765.9,733.2,802.9,730.9,1.8,1738.4,4387,45.3,39.5,87.9,66.5,P
durgesh (1),82.9,810.7,726.1,608.6,786.6,8.3,8520.1,17979.4,864.1,127.3,320.6,39.9,P
durgesh (1),66.4,647.6,761,746.3,744.6,5.3,5574.6,11172.6,64.6,90.2,186.7,50.1,P
durgesh (1),66.1,746.1,740.9,830.2,727.7,3.2,5838.6,11623.2,602.5,61.2,200,49.7,P
durgesh (1),49.3,790.1,744.8,792.8,759.1,1.1,914.8,1464.7,444.3,18.3,22.3,67.3,P
durgesh (1),50,781.8,753.2,757.6,750.1,1.4,904.9,1675.1,51.9,32.8,39.8,66.7,P
durgesh (1),49.9,786.7,743.6,753.1,730.9,1.4,2167.7,3895,347.4,35,66.3,33.4,P
durgesh (1),49.4,759.3,722.9,781.5,745.3,1.6,1177.9,2769.6,339.5,31.1,47.8,66.5,P
durgesh (1),66.1,789.9,736.9,678.3,742.6,3.6,6233.8,12549.6,823.8,80,232,49.8,P
durgesh (1),49.9,683.7,734.4,622,763.2,2.8,3075.3,6569.1,345.8,65.2,112,33,P
durgesh (1),50.3,638.7,752.2,733.9,716.9,4.8,3465.8,7070.1,551.2,96.5,161.5,66.1,P
durgesh (1),49.9,725.7,726,765.8,723.6,1.5,1741.6,3777.2,108.5,37.9,86.9,67,P
durgesh (1),33,774.8,719.7,774.9,740.9,1.3,2176.9,3783,570.9,32.6,59.1,50.1,P
durgesh (1),49.7,769.8,735.8,770.2,722.5,1.5,1906.9,2974,1199,24.1,37.3,32.9,P
durgesh (1),33.8,766.6,719,753.2,724.8,0.6,979,1708.2,249.8,25.8,39.9,50,P
durgesh (1),50.4,755.7,720.1,677.7,750,3.8,3207.3,4179.2,1766.3,82.4,143.5,67.1,P
durgesh (1),50.2,686.5,739.6,757.2,721.4,3.3,3271.9,6950.7,782.1,70.5,158.9,66.2,P
durgesh (1),49.7,763.1,722.1,727.1,738.1,1.9,2366.8,6118.6,10.8,40.5,104.6,66.7,P
durgesh (1),50,733.4,733.3,766.7,717.7,1.9,2143.9,3848.7,1176.4,36.3,59.8,33.5,P
durgesh (1),33.5,763.6,720.8,750.4,726.2,0.6,1228.9,1773.9,683.8,25,39.3,50.1,P
durgesh (1),33.1,749.7,717.9,738.4,727.9,0.7,1795.4,2976.5,614.4,26.4,41.2,51.1,P
durgesh (1),33.4,752.7,726.1,738.2,727.5,0.5,1840.8,2560.1,1121.5,23.1,40.6,49.7,P
durgesh (1),50.1,733.9,729.7,658.1,735.4,2.4,3361.4,6418.3,642.4,73.3,158.6,66.3,P
durgesh (1),49.5,654.2,734.8,709.5,741.7,1.9,2004.4,4933.3,323.8,53.7,78,33.5,P
durgesh (1),49.8,700.2,739.8,686.4,749.1,1,603.1,916.6,0.9,15.7,30.7,67.2,P
durgesh (1),49.7,677.6,733.8,667.6,743.9,0.8,1482,2293.2,833.7,18.2,27.6,33.7,P
durgesh (1),66.1,664.5,740.1,648,741.5,0.5,641.4,943.3,347.1,12.8,16.3,75.1,P
durgesh (1),49.8,620.1,755.1,716.1,738.7,3.7,5507.1,11263.3,835.9,99.2,168.8,33.1,P
durgesh (1),49.8,695.8,747,707,788.3,3.3,3628.6,5546.6,550.3,44.1,99.6,33,P
durgesh (1),50.3,714.5,780.4,649.7,803.8,2.9,3027,6357.2,653.3,64.5,111.1,33.7,P
durgesh (1),49.8,647.7,790.9,711.5,772.5,2.9,2225.5,5455.9,263.8,63.8,100.5,65.9,P
durgesh (1),33.1,718.5,768.2,724.3,788.4,1.5,1977.2,3872.2,82.2,32.2,59.2,49.4,P
durgesh (1),49.7,731.1,783.4,719.4,743.2,3.8,1306,3398.8,71.4,40.6,59.3,66.2,P
durgesh (1),66.3,712.6,743.7,704,782.2,3.4,2301.3,4993.1,5.6,30.4,85.7,49.5,P
durgesh (1),66.4,715.4,774.3,555.9,812.6,5.9,8382.9,16931.9,720.8,127,261.7,49.9,P
durgesh (1),66.6,575.9,796.2,694.6,764.2,5,5009,11840.7,614.2,91.3,212.7,49.4,P
durgesh (1),49.8,702.2,756.3,751.2,751,2,1919.8,2785.3,471.2,48.1,92,65.8,P
durgesh (1),49.6,760,751.1,765.8,768.9,1.5,1978.6,2917.2,151.5,19.7,49.9,33.2,P
durgesh (1),49.7,771.2,767,733.5,787.5,2.3,2751,4537.7,1254.8,43.8,77.1,33.2,P
durgesh (1),66.1,749.5,778.3,655.7,758.2,3.5,5417.2,10482.9,411.5,71.4,169.2,49.7,P
durgesh (1),49.8,671.9,747.1,756.5,739.8,3.1,4024.9,7612.9,970.9,81.9,180.8,66.8,P
durgesh (1),49.8,757.4,736,782.4,762.9,1.4,1328.3,2746.4,0.5,35.7,61.8,65.7,P
durgesh (1),49.3,779.4,756.8,773.4,728.1,2.9,956.4,2731.3,15.4,28.9,42.2,32.4,P
durgesh (1),49.9,776.9,721.4,750.4,766.3,3.8,2193.3,2871.5,961.2,49.1,94.9,67.2,P
durgesh (1),49.9,660.4,724.5,750.2,757.8,3.6,5433.2,9951.1,941.4,92.1,172.7,33.8,P
durgesh (1),49.5,747.6,756.2,767.3,766.1,0.9,1517.9,2716.6,198,21.9,43.1,33,P
durgesh (1),66.4,765.6,765.2,609.2,796.8,5.8,8437.3,16892.6,146.7,116.2,269.6,50.1,P
durgesh (1),49.3,627.7,781.2,587.4,804.2,1.8,3319.5,5805,359.1,44.4,96.7,33.1,P
durgesh (1),66.4,601.1,796.2,784,767.4,7.2,8651.3,15656.5,363.9,131.7,263.7,50.1,P
durgesh (1),49.6,780.9,755.9,783,778.3,1.7,762.8,2026.7,84.6,21.7,31.8,32.8,P
durgesh (1),66.5,633.8,736.1,744.1,722.8,4.3,5903.7,11037.7,522.2,78.7,207.9,50.2,P
durgesh (1),49.5,743.2,720.1,793.3,756,2.5,4715.8,7740.5,1435.4,65.6,127.3,33,P
durgesh (1),50,790.8,749.6,778.4,723.2,2.6,1108.6,2686.9,83.9,29.1,41.2,32.6,P
durgesh (1),50.2,771.7,727,776.9,769.1,4.2,1774.2,4510.7,21.6,45.8,96.1,66.9,P
durgesh (1),50,756.7,753.8,761.8,775.5,1.7,2061.9,2518.3,1251.7,27.5,39.9,66.4,P
durgesh (1),66.6,766.1,753,724.4,721.4,3.3,2764.2,5509,154.5,42.9,92.4,49.9,P
durgesh (1),65.9,746.6,710.8,631,776.4,6.8,5813.3,10506,311.7,94.2,198.1,50.1,P
durgesh (1),100.1,640.3,766.7,276.9,1082.3,14.1,13420.7,26582.2,162.2,244.7,508.1,49.7,P
durgesh (1),83.2,314,1003.8,524.8,756.2,11.5,13434,28788.3,62,194.6,533.9,40.3,P
durgesh (1),66.5,565.6,739.5,687.7,732.3,5.7,7172.8,14619.9,29.2,116.1,238.4,49.9,P
durgesh (1),49.4,700,720.6,778.8,734.9,2.6,7372.9,11089.7,683.3,82.7,193.9,33.5,P
durgesh (1),66.2,781.9,728.2,671.4,759,4.6,6035.3,10109.1,540.4,81.4,215.1,49.6,P
durgesh (1),49.9,683.4,748.9,612.4,784.8,3.6,2589.1,5370.9,798.1,76,123.5,66.7,P
durgesh (1),116.5,617.2,771.5,251.4,1491.6,19.9,17862.3,42037.1,35.6,383.1,815,57.1,P
durgesh (1),32.7,300.9,1163.7,329.8,1200.2,2.1,5537.4,8367.9,2707,72,132.2,49.7,P
durgesh (1),33.5,329.1,1167.1,320.8,1180.8,0.7,1467.5,2898,37.1,44.8,45.1,0,P
durgesh (1),66.4,814.2,702.1,914.3,718.3,2.8,5667.2,11073.8,509.5,77.7,176.7,49.5,P
durgesh (1),66.7,897.8,719.3,839.5,747.4,3.1,3828.5,6785.6,562,49.3,130.6,50.3,P
durgesh (1),66,822.6,746.6,677.5,758.3,5.6,7749,13808.9,117.4,113.1,286.5,50.1,P
durgesh (1),50.1,689,740.3,661,808.9,5.1,3534.6,5743.5,314.8,73.1,121.4,66.4,P
durgesh (1),66.5,649.3,813.9,550.6,947.9,7.1,7470.5,13380.3,511.2,117,265.9,49.6,P
durgesh (1),83.2,561.8,915.8,723.5,740.5,12.8,9557.7,17260.8,493.7,149.1,361.7,40,P
durgesh (1),66.7,724.8,737,725.6,689,5.2,3155.5,5916.2,126,37,101.9,49.8,P
durgesh (1),49.9,727.7,687.7,727.5,765.1,6.6,2428.5,5943.2,470.7,75.3,111.9,66.3,P
durgesh (1),49.8,734.3,751.2,639.9,770.4,3.5,4309.7,9386.1,855.2,90.2,156.5,33,P
durgesh (1),50,651.6,743.8,688.1,737,1.5,1638.8,2219.4,1044.3,37.4,69.8,66.6,P
durgesh (1),66.2,517.2,733.3,593.9,700.3,3.9,4070.3,6747.8,726.9,59.8,141.9,50.2,P
durgesh (1),66.2,589.6,697.7,709,731.1,4.4,7853.2,14482.8,776.1,89,265.7,49.9,P
durgesh (1),66.1,705.6,729.7,899.5,746.5,4.8,7847.4,13518,476.9,137.7,278.7,49.9,P
durgesh (1),49.8,879,750.2,879.7,768,1.6,571.7,1120.3,24,20,24.7,67,P
durgesh (1),66.1,805.1,717,701.1,755,5,5691.2,11131.7,1039.7,85.3,176.9,49.7,P
durgesh (1),66.1,707,742.8,790.3,728.8,3.6,4456.5,8653,4.9,60,149.2,49.5,P
durgesh (1),66.4,785.6,728,661.5,769,5.7,6684.7,12578.9,206.3,92.8,230.6,49.5,P
durgesh (1),66.4,658,757,742.5,712.6,5.5,4203.9,10552.4,398.2,69.4,175,49.8,P
durgesh (1),66.7,734.4,715.2,806.9,707.8,2.7,5266.3,10193.6,732.8,53,170.6,50.2,P
durgesh (1),50,779.6,706.3,760.3,763.9,4.7,2721.2,6035.3,140.6,60.1,97.4,33.7,P
durgesh (1),49.8,739.7,756,768.8,778.5,1.5,2121.2,3171.3,1041.4,39.5,61.8,66.1,P
durgesh (1),66.7,775.3,762.5,664.2,766.3,3.8,6437.2,13383.5,21.9,79.6,241.4,50.2,P
durgesh (1),83.4,683,749.5,757.8,749.3,2.6,1739.3,4537,308,43.7,78.9,19.7,P
durgesh (1),50,768.5,743,782,764.9,1.4,1892.7,2772.5,1220.2,30.1,58,66.7,P
durgesh (1),49.7,761.5,753.8,790.4,769.8,1.1,2957.7,4794.2,692.9,33.1,74.1,32.9,P
durgesh (1),49.9,782.1,762.9,761.2,732.2,4.1,2377.5,5650.6,9.5,50.2,94.5,66.2,P
durgesh (1),49.9,765.2,724.4,761.4,713.8,1,1031,1180,733.1,15.1,24.2,66.8,P
durgesh (1),66.6,765.9,712,759.2,778.3,5.4,3694.7,6018.1,1031.6,50.1,124.9,50.1,P
durgesh (1),49.8,784.9,780,720,771.7,2.2,2412.1,4146.9,480.9,62.6,112.6,66.2,P
durgesh (1),33.2,754.8,771.7,770.1,783,1.4,1583,3084.4,81.6,53,53.7,0,P
durgesh (1),49.6,781.2,779.5,806,776.2,1,1153.2,2481.2,481.1,25.1,37.2,32.6,P
durgesh (1),49.6,827,775.2,753.3,775.8,2.3,3653.1,7920.2,372.3,70,124.9,32.9,P
durgesh (1),49.6,768,766.2,805.1,769.5,1.2,1870.7,3347.3,768.7,36.4,61.5,34,P
durgesh (1),49.7,809.2,760.1,793.6,752.5,1.6,1394.1,3071.1,8.8,27.4,46.1,66.7,P
durgesh (1),49.3,796.4,749.2,711.5,769.4,3.5,2985.1,6187,485.1,82.9,136.8,67.3,P
durgesh (1),66.3,683.7,769.8,746.1,730.3,4.5,4790.1,7119.3,2870.2,53,142.5,49.5,P
durgesh (1),49.8,748.9,725,796,727.4,1.8,2503.8,5744.7,660.3,48.2,113.2,66.4,P
durgesh (1),49.4,803.1,721.8,691,737.5,3.8,6150.6,12487.1,1095.2,107.8,199,32.8,P
durgesh (1),149.6,697,724.9,820.2,740.4,3.8,2260.6,8512.3,121.4,45,159.3,77.7,P
durgesh (1),66.1,806.4,732.9,765.2,794,5.6,3839.6,6746,1013.4,56.2,135.3,49.7,P
durgesh (1),49.6,776.8,782.6,763.3,778.3,0.6,729.6,1278.8,451,14.8,22.6,66.2,P
durgesh (1),33.2,758.7,777.9,745,785.2,0.6,1480.5,2709.3,251.6,22.9,44.2,48.7,P
durgesh (1),49.5,750.2,782.6,719.2,783.5,1,1182.8,1817.7,523,31.4,53.7,65.8,P
durgesh (1),66.7,741.2,768.8,785.3,722.2,5.8,2976.6,5332.4,9.9,51.4,116.5,50.1,P
durgesh (1),50.1,778.8,725.1,801.2,775.8,4,4304.3,6604,625.1,60.9,114.5,33.4,P
durgesh (1),49.5,795.3,761.6,733.9,788.5,3.5,2956.1,6320.1,488.9,65.3,111,32.9,P
durgesh (1),33.1,735.8,783.6,719.5,782.9,0.6,1554.7,2596.3,513.1,25.9,45.2,50.2,P
durgesh (1),32.7,732.8,780.5,714.6,786.4,0.3,2220.3,3750,690.6,31.8,54.1,49.8,P
durgesh (1),50.1,712.8,788.1,729.1,762.2,2.6,1654.2,2723.9,483.9,31.4,50.8,33.4,P
durgesh (1),49.5,730.9,767.6,719.1,799.5,3.1,1681.9,4478.8,15.5,34.8,84.3,67.2,P
durgesh (1),49.7,718.1,788,684.7,787.9,1.1,1119.4,2649,117.9,32.4,47.6,66.4,P
durgesh (1),50,698.2,785.7,714.3,751.4,3.4,3862.3,5763.4,128,41.2,95,33.9,P
durgesh (1),50,721.1,745,755,777.1,2.3,2246,4398.3,576.3,46.4,71,33,P
durgesh (1),49.8,755.4,772.9,721.8,793.3,2.1,1514.3,2359.2,2.6,37.4,72,67,P
durgesh (1),49.8,743.3,766.1,719.3,786.1,2.1,1558,4019.5,31.2,35.5,75.6,66.6,P
durgesh (1),49.8,748.2,778.1,802.6,773.7,2,2349.6,5327.7,325.2,53.7,119.9,66.7,P
durgesh (1),66.4,809.6,771.6,730.5,725.8,5,3167,7868.1,221.8,70.7,134.8,50.4,P
durgesh (1),83,748.1,712.7,695,769.7,5.4,2969.5,6755.2,277.4,56.5,111.1,19.9,P
durgesh (1),49.8,691,767,727.9,785.9,1.6,3356.7,5441,270.6,39.6,92.8,33.4,P
durgesh (1),49.9,736.6,779.1,783,773.7,2,2174.4,4066.4,657.2,45,98.5,66.7,P
durgesh (1),49.3,705.9,772.9,775.3,711.2,6.6,4094.3,9077.4,936.7,87.6,147.3,33.7,P
durgesh (1),66.8,759.6,715.6,713.5,790.1,6.6,3226.1,7736,613,64.1,140.5,49.9,P
durgesh (1),49.4,720.1,777.2,756.8,778.9,1.3,3605.1,5174.5,726.3,38.3,92.9,33.2,P
durgesh (1),49.4,762,775.3,734.7,726.7,4.6,1641.7,4858.3,3.4,53.2,78.1,33.3,P
durgesh (1),49.5,738.4,717.4,751.6,737.3,1.6,1565.1,2883.5,476.4,24.5,44,32.5,P
durgesh (1),49.7,754.4,735.2,751.7,797.6,4.9,3700.9,6798.2,728.5,61.6,107.6,32.9,P
durgesh (1),33,751.9,789.4,776.1,777.9,1.3,2255.1,4235.2,274.9,38.5,73.6,50.9,P
durgesh (1),66.4,778.7,767.3,753.5,721.9,4.8,2799.8,4912.9,584.4,49.9,83.1,75.3,P
durgesh (1),66.1,769.8,689.4,738.7,760.3,6.1,2091.2,4257.3,1159,58.9,105.7,74.8,P
durgesh (1),49.6,756.5,755.8,703,768.2,2.1,1943.3,4710.2,57.5,52.1,81.4,33.5,P
durgesh (1),49.9,713.9,768.6,691.2,768.2,0.7,1384.7,2548.6,494.4,22.2,39.9,32.9,P
durgesh (1),49.8,691.3,769.2,641,762.9,1.9,2841.2,5685.5,130.3,47.6,92.7,33.4,P
durgesh (1),66.4,652.2,755.7,741.2,772,3.1,5266.1,9614.1,487.6,65.4,181,50,P
durgesh (1),33.2,745.2,768.4,772.9,768.2,1,2466.1,3965.1,967.2,44.6,77.2,49.7,P
durgesh (1),49.7,779.6,769.3,715.1,781.7,2.4,3132,6643.1,446.8,61.8,109.9,33.6,P
durgesh (1),116,688,774.7,777.1,725.1,6.7,4254.3,11257.6,705.6,58.7,186.5,28.4,P
durgesh (1),66.5,777.8,719.9,669.3,799.2,8.6,3047,8486.6,571.5,95.7,191.9,74.9,P
durgesh (1),66.7,658.8,800.9,694.6,775.1,2.8,3156.8,6185.5,447.2,36.7,95,49.6,P
durgesh (1),49.9,701.3,768.4,768.2,791.7,2.5,2673.2,4059.8,186.6,66.4,130.8,67.4,P
durgesh (1),50.2,767.6,785.5,811.4,785.3,1.5,3547.3,5481.1,997.5,41.5,94.7,33.3,P
durgesh (1),33.4,811.8,781,779.4,783.6,1,2870.9,5376.7,365.1,48.2,90.5,49.6,P
durgesh (1),66.3,785.7,779.2,656.6,803.8,4.7,6997.1,15012.9,570.3,92.5,267.7,49.7,P
durgesh (1),49.8,691.7,795.6,675.1,794.1,0.7,811,926.5,745.5,17.4,30.7,66.7,P
durgesh (1),49.6,651.8,781.6,666.6,796.5,1.1,1841.6,1978.7,1709.4,26.5,40.7,33.8,P
durgesh (1),66.4,667.6,796.4,801.4,781.2,5.3,6607.6,11773.9,299.3,93.9,237,50,P
durgesh (1),66.4,794.4,778.7,814,777.1,0.7,999.2,1815.4,283.1,18.3,36.2,74.7,P
durgesh (1),83.3,812.8,780.7,634.4,814.6,6.6,7665.1,17330.5,532.7,111.5,291.6,39.9,P
durgesh (1),50.1,646.3,795.8,694.1,789.9,1.9,1831.6,3870.7,718.9,46.5,74.6,66,P
durgesh (1),50.1,682.7,786,625.7,807.2,2.4,2811.1,4447.1,881.2,58.9,121.2,66,P
durgesh (1),50,622.6,801.2,703.8,795.5,3,7609.8,11304.9,964.5,81.4,201.2,32.9,P
durgesh (1),49.8,716.3,789.5,762.1,786.4,1.9,2358,6272.2,23.4,46.3,116,65.7,P
durgesh (1),49.6,750.6,782.5,831.9,780.4,2.3,2943.8,6357.4,815.3,77.1,126.9,66.4,P
durgesh (1),66.7,841.4,776.9,606.5,817.9,8.6,11443.3,21178.7,3.4,166.3,408.8,49.9,P
durgesh (1),49.3,624.3,799.4,600,811.9,1.1,1249.3,2416,549.6,29.6,57.6,66.8,P
durgesh (1),66.4,606.9,802.8,677.9,769.1,3.9,3390.3,8979.6,0.1,56,146.9,49.6,P
durgesh (1),49.5,679.4,771.7,772.3,787.7,3.2,3726.9,6439.8,1119.6,89.6,160.4,66.4,P
durgesh (1),115.9,769.9,792.7,336.1,1258.8,20,16764,31403.5,565.2,312.7,747,57.4,P
durgesh (1),49.5,379.3,1053.3,433.4,1052.1,2.7,3292.8,5652.9,1893.1,73.1,118.4,66.7,P
durgesh (1),66.4,458.6,932.3,381.9,1032.1,3.1,11248.5,23482.4,20.2,125.8,338.4,50.1,P
durgesh (1),33.2,422.8,911.3,406.7,938.7,0.8,2899,5360.1,437.9,45.8,89,49.5,P
durgesh (1),66.4,453.3,879.5,592.8,804.8,5.9,8519.7,16636.9,55.9,122.5,323.4,50,P
durgesh (1),33.4,573.4,801.3,544.1,818.6,1.2,3162.4,4632.5,1692.3,56,93.7,50.2,P
durgesh (1),66.1,531.4,818.6,468.9,887.4,3.2,5946.2,11986.2,210.7,71.3,191,49.6,P
durgesh (1),49.6,480.6,873.6,506.1,845.5,1.5,2746.5,4825.6,1.4,35.9,81.6,33.2,P
durgesh (1),49.8,508.9,837,530.8,818.2,1.3,1062.9,1710.1,305.7,31,41.1,33.6,P
durgesh (1),83.1,524.9,821.3,363.9,1073.5,8.7,11445.6,20672,454.9,182.9,441,40.1,P
durgesh (1),66.6,374.9,1014.1,325.5,1121.3,2.4,7501.5,15507.5,8,88.6,247.2,49.9,P
durgesh (1),66.5,330.8,1105.7,625.8,762.5,15.3,19289.4,37175.3,30.2,333.3,637.5,25.1,P
durgesh (1),199.4,568.2,769.4,880.4,693.6,13.4,5707.7,22180.7,178.5,117.4,415.3,66.6,P
durgesh (1),66.4,781.5,709.5,838.6,729.1,2.4,6091.4,12468.6,1.2,59.7,182.5,49.9,P
durgesh (1),50,660,748.2,559.1,788,2.6,5807.9,11747.3,599.5,101.4,191,33.1,P
durgesh (1),83.1,580.8,766.3,773.4,750.6,7.1,8388.8,17204.2,429.1,115,335.2,40.2,P
