Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
malayaz,83.1,-112.6,851.6,60.8,52.4,3.1,100.5,51.8,N
malayaz,99.6,-23.9,801.8,61.2,52.7,3.1,16.2,37.7,N
malayaz,149.3,-83.3,854.2,60.6,51.9,3.1,48.6,41.2,N
malayaz,99.4,-141.2,947.8,62.2,53,3.1,22.4,31.6,N
malayaz,82.6,-120.6,895.7,61.6,53.6,3,34.8,21.8,N
malayaz,199.1,264.4,585.8,60.3,51.2,3,35.3,16.2,N
malayaz,132.7,215.2,857.5,61.5,53.8,3,218.5,79.6,N
malayaz,82.8,-662.4,2249,62.2,55,3,44.7,188.1,N
malayaz,83,332.3,1181.4,59.2,56,2.9,94.9,136,N
malayaz,99.5,-225.9,2080.2,44.5,40.5,2.9,88.5,162.7,N
malayaz,149.4,824.9,460.3,57.2,48.2,3,107,60.9,N
malayaz,149.2,519.2,531,61.8,52.1,3,719.4,265.7,N
malayaz,199.3,-61,838.7,60.3,52.6,3.1,144.9,183.7,N
malayaz,215.6,218,569.1,58.3,50,3,140.6,121.5,N
malayaz,83.4,167,558.8,61.3,52,3,74.2,20.8,N
malayaz,100.2,463.6,1051.2,31.2,29.2,3,338.6,198.8,N
malayaz,99.7,144.6,875.2,67.5,64.3,3.4,347.8,390.7,N
malayaz,149.6,738.4,874.8,67.1,63,3.3,384.1,55.5,N
malayaz,116.2,613.5,627.2,68.7,60.4,3.4,284.3,158.4,N
malayaz,82.9,572,604.8,68.6,59.8,3.4,58.1,15.3,N
malayaz,115.7,-110.5,653.7,67.7,65,3.3,66.8,21.4,N
malayaz,298.6,235.4,922.7,68.1,64.5,3.4,95.6,136,N
malayaz,149.4,185.7,909.3,68.9,64.9,3.4,113.2,203.2,N
malayaz,83,340.7,1246.4,67,63.8,3.4,12.1,112.9,N
malayaz,132.7,355.5,1197.3,66.9,63.1,3.4,22.5,53.3,N
malayaz,398.5,-99.1,647.7,66.3,64.1,3.3,145.1,66.9,N
malayaz,82.5,-167,622.4,59.4,56.6,3.3,393,156.8,N
malayaz,82.7,570.2,495.8,64,54.6,3.1,519.5,306.3,N
malayaz,166,-16.3,694.6,64.8,62.3,3.3,85.2,56.7,N
malayaz,83,-374.6,836.5,65.8,56,3.3,32.4,74.2,N
malayaz,132.6,668.8,2080.3,68.9,64.9,3.4,10.5,64,N
malayaz,99.6,114.8,307.2,68.3,58,3.4,155.1,47.7,N
malayaz,66.8,519.9,210.4,66.8,56.3,3.3,246.5,40.1,N
malayaz,99.4,-158.7,673.7,67.3,58.5,3.4,46.1,27.5,N
malayaz,99.5,-281.8,869.2,67.2,58.8,3.4,129.3,213.1,N
malayaz,82.9,-120.7,780.8,64.4,55.6,3.4,100.7,112.2,N
malayaz,83.1,-322.5,1323.8,67.4,61,3.4,112.7,149.8,N
malayaz,116.2,757.6,515.9,65.4,55.7,3.2,378.3,97,N
malayaz,199.3,376.9,622.9,64.8,55.7,3.2,143.2,44.6,N
malayaz,83,558.6,186.5,64.4,51.8,3.2,42.3,73.6,N
malayaz,99.5,-21.1,1435,67.2,62.7,3.3,27.2,47.8,N
malayaz,99.6,502.6,1581.9,67.2,64.7,3.4,37.7,231.1,N
malayaz,66.6,-87.5,633.6,69.3,64.3,3.4,221.2,175.3,N
malayaz,116.3,95.8,369.8,66.6,53.3,3.3,233,47.2,N
malayaz,99.6,600.4,2081.3,72.3,67.7,3.6,18.8,651.7,N
malayaz,116.3,551.5,1614.5,72.1,68.1,3.6,25.9,57.5,N
malayaz,182.7,300.5,1044.1,70.7,67.2,3.5,155.8,225.2,N
malayaz,99.4,161.2,932.9,68.3,65.5,3.5,143.3,229.5,N
malayaz,83,400.8,1542.4,67.2,64.2,3.5,24.6,103.1,N
malayaz,115.9,103.8,926.3,66.1,59.1,3.4,64,104.5,N
malayaz,132.7,619.6,784.6,63.7,57.4,3.2,465.1,84.2,N
malayaz,66.8,-1600.2,5955.1,65.3,59.3,3.2,71.3,41.6,N
malayaz,99.3,129.7,919,63.7,57.2,3.2,166.5,115,N
malayaz,282.3,882.2,854.7,60.7,55.6,3,311.5,152.4,N
malayaz,99.7,244.6,548.7,63.2,51.5,3.1,769.4,496.4,N
malayaz,132.3,203.6,1551.8,63.4,47.1,3.2,340.4,81.9,N
malayaz,66.8,438,1737.2,65.3,62,3.3,49,289.7,N
malayaz,82.8,207,873.8,64.6,60,3.2,314.5,265.2,N
malayaz,232.4,707.5,704.7,61.3,54.4,3,680.9,107,N
malayaz,83.1,922.4,709.2,59.8,53.8,3,442.6,96.9,N
malayaz,198.7,470.3,824.7,58.3,52.1,2.9,105.7,67.1,N
malayaz,83,529.6,752.6,58.2,51,2.8,39.2,17.9,N
malayaz,332.2,369.5,792.2,57.7,50.5,2.8,105.6,51.3,N
malayaz,83,1253.2,467.8,57.6,50.6,2.8,141.5,42.8,N
malayaz,182.2,685.6,547,57.1,48.5,2.8,51.7,27.3,N
malayaz,66.7,2475,-67.4,58,49,2.8,76.4,44.4,N
malayaz,165.9,815.8,470.5,56.1,45.1,2.7,247.7,35.9,N
malayaz,116.3,1175.8,372,56.7,46.9,2.8,208.7,46.7,N
malayaz,99.7,-419.7,1077.1,60.8,49.4,3,90,106.1,N
malayaz,82.7,713.4,442.6,61.4,50,3,178.3,128.5,N
malayaz,99.4,505.9,1623.6,61.8,49.5,3,180.5,20.6,N
malayaz,99.5,1006.7,595.4,63.8,56,3.2,87.3,12.7,N
malayaz,166,1026.8,536.1,61.1,53.1,3,221.9,34.1,N
malayaz,115.7,1119,378.4,57.7,49.1,2.8,79.4,30.2,N
malayaz,198.9,653.1,606,57.5,48.8,2.8,115.8,30.6,N
malayaz,248.6,277.2,706.6,58.1,49.3,2.8,140.9,106.1,N
malayaz,82.7,259.4,717.4,59.2,50,2.9,36.2,37.4,N
malayaz,132.5,461.8,666.1,59.2,51.2,2.9,64,52.5,N
malayaz,99.6,453,661.3,60,51.6,2.9,8,7.8,N
malayaz,199.5,391.5,613.3,60.1,51.4,3,83.3,70.7,N
malayaz,249.3,406.2,581.5,58.9,50.4,2.9,90.5,67.5,N
malayaz,132.3,707,539.7,60.1,51.9,3,34.5,20.2,N
malayaz,149,210.3,653,61.8,51.9,3,55.7,53.2,N
malayaz,149.4,547.1,614.4,61.8,52.2,3.1,114.9,48.9,N
malayaz,315.1,159.4,1168.6,58.3,54.4,3.2,115.1,308.3,N
malayaz,83,355.9,2263.2,60,57,3.1,3.9,110.9,N
malayaz,116,167.8,1060.7,59.7,56.7,3.1,81.4,160.3,N
malayaz,282.1,274.6,1380.6,59.7,55.6,3,94.3,468.4,N
malayaz,99.2,158.2,878.5,59,53,3,7,8.9,N
malayaz,216,182.1,896.5,57.4,51.2,3,155.5,143.1,N
malayaz,83.2,-489.6,6347.1,60.6,55,3.1,92,147.7,N
malayaz,66.4,-846.4,6982.3,58.3,54,3,81.3,129.1,N
malayaz,182.3,432.2,1656.8,62.1,58,3.2,11.6,238.7,N
malayaz,149.4,412.8,1553.8,63.6,58.2,3.2,13.5,63.8,N
malayaz,83.2,630.1,2421.6,63.6,58.8,3.2,19.9,77.2,N
malayaz,149.1,130.2,1240.9,62,56.9,3.1,83.5,137.2,N
malayaz,99.5,105,1242,62.5,57,3.1,15.3,47.7,N
malayaz,82.8,425.6,1219.4,62.8,57,3.1,43,62.5,N
malayaz,132.5,399.1,1163.5,54.4,50.1,2.7,62.4,71.7,N
malayaz,82.7,341.8,1012.8,64.4,58.8,3.2,111.7,132,N
malayaz,99.7,305.2,1004,62.7,58,3.2,37.9,45.6,N
malayaz,99.7,319.2,1003.4,63.7,57.7,3.2,13.2,23,N
malayaz,248.7,340.2,990.4,64.1,58.5,3.2,39.7,49.9,N
malayaz,132.6,492.3,845.7,64,57.1,3.2,49.7,44.3,N
malayaz,232.5,379.5,911.1,63.3,57.6,3.2,117.6,107.7,N
malayaz,116,455.7,881.7,64.1,58.9,3.2,70.1,48.8,N
malayaz,99.5,241,907.7,65,60.7,3.2,298.6,305.8,N
malayaz,82.9,478.6,1307.5,64.8,61,3.2,36.7,158.1,N
malayaz,132.7,255.4,918.1,65.1,61.3,3.2,116.5,125.3,N
malayaz,215.6,354,1047.2,65.9,61.5,3.2,69.4,92.5,N
malayaz,116,526.1,2758.9,59.7,54.7,3.2,10.8,94.1,N
malayaz,199.2,-122.9,641,64,60,3.2,104.1,60.8,N
malayaz,182.8,77.8,1384,62.5,56.8,3.1,90.6,189.8,N
malayaz,82.7,264.6,896.4,62.2,59,3.1,29.5,29,N
malayaz,182.5,126.7,796.3,63.3,59,3.1,237.4,168,N
malayaz,149.8,121.3,798.8,56.8,52.3,3.2,123.9,99.2,N
malayaz,132.7,36.3,743.8,63.4,59.4,3.1,105,60.9,N
malayaz,132.9,-162.9,649.9,63.4,59.8,3.1,27,4,N
malayaz,281.9,1012,684.1,62.5,53.7,3,220.9,68.7,N
malayaz,83,421.3,523.3,62.6,50,3,65.7,23.6,N
malayaz,115.8,341.9,617,65.4,52.9,3.2,507.5,246.3,N
malayaz,99.8,786.7,463.3,66.2,53.5,3.2,17.9,15,N
malayaz,165.7,729.3,541.4,65.7,53.4,3.2,170.3,67.1,N
malayaz,132.8,805.7,611.6,69,56.5,3.4,693.6,296.8,N
malayaz,66.3,307.7,1892.4,68.3,56,3.4,267.1,73.1,N
malayaz,116.4,555.7,872.9,69.4,59.3,3.4,100.4,23.6,N
malayaz,149.3,785.2,581.7,68.1,55.7,3.4,193.3,135.2,N
malayaz,116.5,1034.5,1004.9,69.9,63.1,3.5,367.8,116.4,N
malayaz,298.3,844.4,828.5,69.2,60.3,3.4,658,101.6,N
malayaz,83.5,1211.3,980.3,68.8,59.8,3.4,189.2,23.3,N
malayaz,82.7,1825.8,923.8,68.8,60.8,3.4,519.9,60.7,N
malayaz,99.7,1949.4,533.6,67.8,57.5,3.3,175.7,95.8,N
malayaz,248.8,686.1,777.6,67.1,56.9,3.3,382.7,90.2,N
malayaz,182.4,792.2,1011.5,68.2,59.8,3.3,285.1,44.7,N
malayaz,132.7,942.2,937.9,67.9,60,3.3,103.3,22.3,N
malayaz,166.2,694.7,2241.1,64.7,54.8,3.2,167.1,66.6,N
malayaz,182.3,786.6,789.2,68.5,60.6,3.4,595.5,80.6,N
malayaz,82.7,585.7,633.4,65.6,55.8,3.2,194.4,79.4,N
malayaz,82.7,125.9,956.8,65.6,56.8,3.2,360.7,345.2,N
malayaz,66.4,371.5,854.7,63,56.8,3.2,29.1,45.7,N
malayaz,82.7,633.7,654.3,62.4,52.2,3.2,177.2,36.1,N
malayaz,149.5,889.4,1949.7,62.7,51.8,3.1,88,107.9,N
malayaz,99.7,470.6,433.2,63,50.3,3,315.6,80,N
malayaz,133.2,386.2,834.8,64.1,55.1,3.1,181.9,133.8,N
malayaz,232.4,773.7,800.9,64.6,56.5,3.2,246.9,48.3,N
malayaz,198.8,575.9,1392.4,64.4,60.1,3.2,100.5,263.9,N
malayaz,265.7,791.4,842.2,64.4,56.3,3.2,392.1,78,N
malayaz,99.2,144.3,1045.1,64.7,58.5,3.2,186.4,334.1,N
malayaz,99.9,319.1,2926.7,63.3,55.8,3.2,12.9,210.8,N
malayaz,83,666.7,909.6,65.4,57.4,3.2,173.3,86.3,N
malayaz,182.6,381,1056.7,66.7,59.1,3.2,149.1,80.5,N
malayaz,149.1,302.7,1063,64.9,57.6,3.2,71.6,149.1,N
malayaz,50,302.8,1041.1,66,58.8,3.2,11.7,9,N
omkar (2),149.7,589.3,317.8,83.5,64.6,4.2,73.5,24.2,Y
omkar (2),531.1,655.5,315.5,84.3,64.8,4.3,58.7,21.8,Y
omkar (2),946.1,523.9,320.6,89.7,71,4.5,170.5,65.5,Y
omkar (2),1145.4,472.9,312.6,84.3,66.9,4.3,50,82,Y
omkar (2),249,482.3,294.5,89.5,69.7,4.5,23.5,17.7,Y
omkar (2),580.8,490.6,305.7,85.8,67.3,4.3,51.7,30.4,Y
omkar (2),232.6,470.7,302.1,88.1,69.1,4.4,35.2,7.1,Y
omkar (2),332.1,491,301.8,86.6,67.4,4.4,43.1,12.8,Y
omkar (2),332,513.2,325.5,88.2,69.4,4.4,42.9,22.5,Y
omkar (2),282.2,525.7,321.5,89.6,70.1,4.5,35.7,14.9,Y
omkar (2),299,571.1,322.2,91.4,71.5,4.6,17.6,5.1,Y
omkar (2),282.1,593.1,343.1,90.9,71.8,4.5,24.1,7.5,Y
omkar (2),431.5,578.1,376.5,93.7,75.2,4.6,129,42.9,Y
omkar (2),199,469.5,393.7,95.6,79.4,4.7,144.8,33.3,Y
omkar (2),597.7,448.1,321.1,94.4,75.7,4.7,63,178.3,Y
omkar (2),248.4,418,244,95.4,72.7,4.8,46.3,13.7,Y
omkar (2),265.2,465.1,276,96.1,74.3,4.8,35.3,27.7,Y
omkar (2),365.2,515.7,302.4,96.5,75,4.8,13.7,12.7,Y
omkar (2),149.5,561.7,338.4,96.8,76.3,4.8,42.5,10.4,Y
omkar (2),149.3,514,300.4,96.1,75.1,4.8,9.8,24,Y
omkar (2),332,534.7,280.1,95.1,72.9,4.8,34.6,32.9,Y
omkar (2),82.8,548.4,272.3,95.6,72,4.8,9.6,9.9,Y
omkar (2),282.2,537.1,315.3,95.5,74.5,4.7,17.9,40.6,Y
omkar (2),348.6,541.9,310.6,95.9,74.4,4.8,12.3,23.5,Y
omkar (2),298.4,584.2,326.1,96.1,75.1,4.8,25,15.2,Y
omkar (2),431.3,577.1,325.2,99.3,76.9,4.9,109.8,14.8,Y
omkar (2),364.7,455.9,340.8,97,77.5,4.7,276.7,63,Y
omkar (2),199.2,357.1,275.2,96,74.7,4.7,46.2,26,Y
omkar (2),481.5,367.1,265.7,96.4,74.4,4.8,43.8,10.4,Y
omkar (2),630.9,354.6,272.6,97,75.9,4.8,141.5,42.4,Y
omkar (2),414.8,418.2,283.1,95.6,74,4.7,37.5,36.7,Y
omkar (2),747.1,462.4,249.3,96.6,71.8,4.8,24.5,50.8,Y
omkar (2),182.3,487.4,250.4,95.2,69.5,4.7,33.6,8,Y
omkar (2),464.7,518,282.8,94,71,4.6,20.7,33.9,Y
omkar (2),265.3,518.8,285.7,95,71.6,4.6,15.9,18.4,Y
omkar (2),265.1,530.2,262.4,95.2,70.1,4.7,41.5,17.9,Y
omkar (2),365.3,530.1,253.6,95.3,70.2,4.7,58.8,15.5,Y
omkar (2),182.7,499.8,217.8,95.7,69.1,4.7,9.6,11.3,Y
omkar (2),464.2,467,208.9,98.4,71.4,4.9,59.2,34.6,Y
omkar (2),299.2,488.2,247,100.4,74.8,5,38.7,18.4,Y
omkar (2),282.1,536.5,277.6,101.1,77,5,58.4,26.8,Y
omkar (2),531.4,525.7,272.1,99.8,75.5,4.9,55.6,35.8,Y
omkar (2),199.4,524.4,253.8,100.9,75.5,5.1,8.5,10.1,Y
omkar (2),331.9,550.6,251.7,101,75.4,5.1,42.3,23.2,Y
omkar (2),315.3,546.8,244.8,100.1,73.8,5,28.1,17.4,Y
omkar (2),265.4,587.8,247.4,98.8,72.4,4.9,34.4,15.7,Y
omkar (2),215.5,618.8,259.1,99.9,73.3,5,10.1,16.9,Y
omkar (2),680.2,668.2,343.6,100.5,77.8,4.9,59.3,122.3,Y
omkar (2),680.4,623.6,306,100.1,76.1,4.9,222,247.6,Y
omkar (2),381.6,447.8,194.1,99.8,72.5,5,110.8,20.3,Y
omkar (2),1344,492.8,213.7,99.3,72.2,4.9,104.1,51.6,Y
omkar (2),298.7,539.3,213.3,95.8,68.3,4.7,29.7,12,Y
omkar (2),265.2,562.4,233.9,96.7,70.3,4.8,46.9,7.6,Y
omkar (2),249.1,568.1,243.8,97.9,70.7,4.8,17.8,7.8,Y
omkar (2),613.9,608.9,304.6,97.6,73.9,4.7,97.4,46,Y
omkar (2),216,595.9,330.6,98.1,75.7,4.7,60.2,21.5,Y
omkar (2),199.2,576.7,291.7,98.5,74.6,4.8,42.4,44.7,Y
omkar (2),514.6,490.5,265.6,101.3,76,4.9,71.9,27.3,Y
omkar (2),364.8,482.9,261.1,101.6,76.4,5,15.4,12.2,Y
omkar (2),398.1,526.8,256.3,101.3,75.2,4.9,60.8,51.8,Y
omkar (2),448.3,511.1,245.1,100.1,73.9,4.9,45.2,11.3,Y
omkar (2),348.3,590.9,301.3,102.5,77.9,5,50.2,37.7,Y
omkar (2),846.6,644.6,280.1,102,76,5,51.2,23.6,Y
omkar (2),298.7,660.3,292.4,105,78.7,5.1,46,19.7,Y
omkar (2),630.6,722.4,280.5,104.6,77.6,5.1,92.4,51.2,Y
omkar (2),912.9,675.5,236.5,100.6,72.7,4.9,65.2,62.1,Y
omkar (2),348.4,826.7,316.1,99.5,75.1,4.9,305.1,144.2,Y
omkar (2),99.6,220.6,362.9,88.6,77.2,4.2,243.5,57.7,Y
omkar (2),249,599.8,530.6,90.9,82.3,4.2,32.6,46.9,Y
omkar (2),166.1,1098.9,536.3,87.8,75,4.3,113,51,Y
omkar (2),132.5,965.7,540,88.1,78.4,4.3,143,27,Y
omkar (2),83,47.2,280,83,70.6,4,275.7,43.5,Y
omkar (2),132.8,-493.9,44.8,79.4,67.3,3.9,133.4,40.6,Y
omkar (2),166,399.3,341.6,83.4,68.2,4,22.1,47.1,Y
omkar (2),248.7,812.7,444.5,84.3,70.6,4,67.2,9.6,Y
omkar (2),82.7,101,403.2,86,77,4.1,99.3,12.6,Y
omkar (2),82.9,653,481.7,91.2,78,4.3,137.4,3.6,Y
omkar (2),447.9,667.5,539.3,91.3,81.1,4.3,146.9,21.9,Y
omkar (2),182.7,284.6,511.4,87.6,79.9,4.1,372.6,10.9,Y
omkar (2),431.3,435.4,487.5,92.4,82.9,4.4,97.2,25.4,Y
omkar (2),332.3,487.1,426.6,94.9,81.1,4.5,20.2,44.3,Y
omkar (2),165.8,280,394.4,96.9,83.3,4.6,21.1,3.7,Y
omkar (2),132.6,353.7,392.5,96.8,82.4,4.6,19.8,4.7,Y
omkar (2),1178.2,435.9,394.4,97.4,82.7,4.7,83.6,23.4,Y
omkar (2),332.1,298.5,434.7,95.8,83.9,4.5,18.2,13.6,Y
omkar (2),182.1,331.9,568.4,97.9,90.4,4.5,39.3,21,Y
omkar (2),248.4,333.6,526.6,96.7,87.7,4.5,12.8,21.6,Y
omkar (2),165.8,657.2,546.6,99.4,89.1,4.7,64,6.6,Y
omkar (2),199.6,80.8,485.8,98.1,89.5,4.6,61,24.9,Y
omkar (2),614,304.3,514.9,102.5,92.7,4.8,67.8,8.5,Y
omkar (2),199,247.8,466.8,101.8,91.1,4.8,7.9,1.9,Y
omkar (2),99.6,529.1,502.2,101.2,90.3,4.8,13.7,6.5,Y
omkar (2),448.5,305.7,484.7,101.1,91.4,4.8,86.2,17.5,Y
omkar (2),414.8,304.4,486.9,103.5,93.6,4.8,45.1,23.7,Y
omkar (2),199.8,272.6,501.6,105.2,94.6,4.9,53,11.7,Y
omkar (2),431.7,298.5,499.8,105.6,95.1,4.9,40.6,14.9,Y
omkar (2),514.5,329.5,497.6,104.9,94.1,4.9,144.4,24.4,Y
omkar (2),231.9,374.8,499.9,105.9,94.4,4.9,69.1,6,Y
omkar (2),431.7,340.5,488.1,105.8,94.4,5,86.2,19.2,Y
omkar (2),713.6,392.1,520.7,106.7,96.7,5,46.5,25.6,Y
omkar (2),846.8,430.4,489.6,106.7,94.5,5,41.3,20.8,Y
omkar (2),281.9,620.5,426,103.2,86.9,4.9,133.1,20.7,Y
omkar (2),99.5,290.7,937.3,99.2,94.5,4.3,13,24.5,Y
omkar (2),215.6,565.7,389.4,94.8,78.2,4.5,136.9,109.7,Y
omkar (2),630.9,644.3,492.6,91.4,81.8,4.3,87.2,43.6,Y
omkar (2),232.1,713,498,95.5,84.1,4.5,12.9,16.5,Y
omkar (2),1161.2,676.6,458.8,97.1,84,4.6,106.3,42.6,Y
omkar (2),365.2,580.8,433.4,99.2,85.5,4.7,119,6.7,Y
omkar (2),464.6,566,458.3,99.6,87.5,4.8,35.2,21.5,Y
omkar (2),215.5,626.5,455.3,99.8,86.8,4.8,29.4,7.6,Y
omkar (2),332,628.5,478,100.6,88.7,4.8,21.3,23.4,Y
omkar (2),149.3,663.7,490,101.1,90.3,4.8,9.4,7.2,Y
omkar (2),82.8,583.3,461.1,101.2,89.4,4.9,32.4,14.4,Y
omkar (2),465,460.8,444.1,102.3,88.5,4.8,77,20.2,Y
omkar (2),232.4,474.5,437.3,101.9,87.9,4.8,16.6,12.8,Y
omkar (2),232.2,376.6,455.9,101.4,88.6,4.7,42.2,11.8,Y
omkar (2),464.8,467.9,448.3,102.3,88.5,4.8,14.6,21.4,Y
omkar (2),962.4,506,449.4,98.6,85.2,4.6,44.8,11,Y
omkar (2),1294.5,500.3,442.4,96.9,83.5,4.6,45.9,11.3,Y
omkar (2),365.2,476.7,443.9,98.5,84.5,4.6,93.8,6.6,Y
omkar (2),215.9,513.2,470.6,97.5,85.1,4.6,29.2,17.3,Y
omkar (2),812.8,491.9,448.7,96.9,83.8,4.6,61.3,34.6,Y
omkar (2),215.8,468.7,460.4,99.3,86.3,4.7,33.9,6.1,Y
omkar (2),116.3,858.1,452.5,98.9,82.1,4.8,24.1,4.8,Y
omkar (2),249.2,459.5,487.1,97.5,87,4.6,38.1,20.7,Y
omkar (2),99.3,1169.3,491,94.7,78.8,4.8,40.7,17.3,Y
omkar (2),249.4,392.9,478.5,87,76.5,4,44.1,8.3,Y
omkar (2),282.4,453.3,483.4,90.2,79.9,4.3,16.5,13,Y
omkar (2),282.3,481.6,486.5,93.8,82.8,4.4,32.4,22.1,Y
omkar (2),265.2,519.1,489.2,96.5,84.9,4.6,42.8,24.5,Y
omkar (2),714,574,488.7,99,87.5,4.7,83.9,13.6,Y
omkar (2),282,638,506.1,100.6,90.6,4.8,9.5,14.7,Y
omkar (2),415,624.6,483.1,102.5,90.6,4.9,73.6,21.1,Y
omkar (2),348.8,660.1,483.1,103.2,90.5,4.9,16.9,18.9,Y
omkar (2),945.6,626.9,442.7,101.3,87,4.8,85.8,65.2,Y
omkar (2),83,-173.7,420.9,93.6,87.4,4.4,327.5,80.9,Y
omkar (2),182.1,556.6,567,94.5,86.5,4.4,74.8,25.3,Y
omkar (2),132.8,479.1,627.9,93.8,88.3,4.3,50.6,5.1,Y
omkar (2),415.2,567.3,607.7,97.3,89.3,4.5,69,50.8,Y
omkar (2),912.5,452.6,544.7,101.9,92.3,4.7,52.9,46.6,Y
omkar (2),996,424.3,505.1,102.5,91.7,4.8,33.2,30.7,Y
omkar (2),912.7,507.8,484.8,102.7,89.8,4.8,292.7,19.4,Y
omkar (2),99.3,-894.6,276.3,96.2,92.3,4.6,28.3,60.2,Y
omkar (2),99.6,-960,124.1,95,87.3,4.5,237.7,125.6,Y
omkar (2),99.7,-806.4,220.6,98.5,92.5,4.8,66.8,57.5,Y
omkar (2),99.7,919.2,456,91.8,77.7,4.4,324.1,8.2,Y
omkar (2),348.3,609.8,462.6,90.2,77.9,4.2,331.8,53.1,Y
omkar (2),298.7,467.8,519.5,91.9,81.7,4.3,27.5,17.4,Y
omkar (2),232.4,456,544,96.4,87.1,4.5,20.6,35.7,Y
omkar (2),862.9,456.1,529.6,101.3,92,4.7,48.9,30.6,Y
omkar (2),182.4,393.5,533.4,103.5,94.1,4.8,12.4,11.1,Y
omkar (2),746.7,446.7,561.5,101.5,92.9,4.7,21.1,23.7,Y
omkar (2),563.9,438,545,99,89.4,4.6,131.3,18.2,Y
omkar (2),199,414.1,567.2,102.5,93.9,4.7,46.3,25.7,Y
omkar (2),182.4,379.3,525,103.5,93.4,4.8,20.8,12.1,Y
omkar (2),315.1,395.9,524.2,104.4,93.4,4.8,80.5,9.3,Y
omkar (2),448,401.9,522.5,105.1,95.1,4.9,95.8,16,Y
omkar (2),282.1,389.9,520.7,105.1,95.1,4.9,52.3,35.9,Y
omkar (2),414.7,413.1,518.2,105.4,95.2,4.9,16.6,26.1,Y
omkar (2),564.4,463.9,536,106.1,96,4.9,102.4,49.1,Y
omkar (2),464.9,437.7,502.9,104.8,93.5,4.9,37.2,35,Y
omkar (2),365.2,490.7,546.7,106.6,96.5,5,41.2,33.1,Y
omkar (2),265.7,542.3,529.4,106.6,96.2,5,24.2,27.9,Y
omkar (2),298.8,532,513.8,105.3,94.3,5,37,13.2,Y
omkar (2),381.8,517.5,511.3,104.8,93.8,5,61,11.5,Y
omkar (2),83.3,533,511.7,104.6,93.4,4.9,15.4,4.6,Y
omkar (2),282.1,484.3,513.5,104.5,93.7,4.9,56.2,15.9,Y
omkar (2),1294.5,359.4,508.6,106.8,95.4,5,204.2,91.9,Y
omkar (2),647.8,380,492.1,105.4,92.9,4.9,38.5,20.7,Y
omkar (2),780.1,431.5,518.8,105.5,93.6,4.9,74.1,72.2,Y
omkar (2),149.1,597.6,1053.6,104.8,97.6,4.3,34.6,13.2,Y
omkar (2),115.8,626.6,1028.1,106.9,100.6,4.5,15.5,26.5,Y
omkar (2),99.6,548.3,344.2,100.3,79.7,4.7,60.4,131.5,Y
omkar (2),116,481.9,406.6,95.4,79.6,4.4,16.7,39.3,Y
omkar (2),580.8,612.3,445.6,87.9,75.1,4.1,119,38.6,Y
omkar (2),531,526.6,430.3,91.2,77.7,4.3,118,17.8,Y
omkar (2),995.3,444.8,467.7,95.6,83.3,4.5,93.9,59.3,Y
omkar (2),249.3,496.3,487.9,95.3,83.5,4.5,32.6,11.3,Y
omkar (2),398.4,452.4,502.5,98.6,86.7,4.6,59.1,13.6,Y
omkar (2),199.1,449.6,501.1,100,87.6,4.7,33.9,14,Y
omkar (2),315.6,460.8,521.7,100.8,90,4.7,44.2,17.6,Y
omkar (2),116.3,418.2,522.6,102.3,91.7,4.8,28.6,8.3,Y
omkar (2),331.7,427.3,521,101.1,90.4,4.7,31.2,6.9,Y
omkar (2),265.5,422,522.4,101.3,89.9,4.7,46.2,6.1,Y
omkar (2),298.9,455.6,525,100.7,90.8,4.7,41.2,10.5,Y
omkar (2),531.2,455.5,526.6,102.6,92.5,4.8,57.1,23.9,Y
omkar (2),249,507.5,566.3,106.3,96.6,4.9,34.2,17,Y
omkar (2),298.8,511.2,546.4,106.2,96.1,4.9,20.3,9,Y
omkar (2),132.6,542.1,549.8,106.3,96,4.9,4.7,6.6,Y
omkar (2),199.3,502.8,552.6,105.5,95.8,4.9,32.9,10.4,Y
omkar (2),116.4,526.3,561.9,105.6,96,4.9,43.8,17.4,Y
omkar (2),116.4,368.3,621.7,103.9,97.7,4.7,231,13,Y
omkar (2),132.9,322.4,594.3,102.6,96.5,4.7,49.6,4,Y
omkar (2),99.9,564.3,631.6,100.7,94,4.6,112.9,9,Y
omkar (2),116,741.7,662.3,98.3,92.6,4.5,182.2,34.5,Y
omkar (2),215.7,715.2,624.4,97,90,4.4,249.6,68.2,Y
omkar (2),199,670.2,591.8,98.4,88.9,4.5,114.9,9,Y
omkar (2),165.9,241.6,565.9,98.2,89.9,4.5,177.3,22.1,Y
omkar (2),149.3,690.7,635.3,96.3,88.7,4.4,63.8,39.3,Y
omkar (2),132.9,701.4,605.3,96.9,88.4,4.4,11.9,26.4,Y
omkar (2),331.9,701.2,551.5,100,90.3,4.7,30.5,32.2,Y
omkar (2),481.2,635.9,520.9,102.6,91.3,4.9,65.3,20.7,Y
omkar (2),298.6,598.6,528.3,103.9,92.7,4.9,39.7,9.3,Y
omkar (2),415,572.2,505.4,103.1,90.5,4.8,43.1,27.2,Y
omkar (2),697.2,554.3,494.9,102.7,89.3,4.8,72.9,46.2,Y
