Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
Hallie board,416.1,657.1,494.9,111.8,94.8,5.3,45.5,12.2,Y
Hallie board,399.4,672.6,480.6,115.7,96.1,5.4,40.6,8.7,Y
Hallie board,283,696.8,499.1,117.2,98.9,5.6,12,12.7,Y
Hallie board,382.8,719.5,505.1,117.5,99.6,5.6,19.2,14,Y
Hallie board,432.6,738.1,491,118.3,99.2,5.6,41.9,11,Y
Hallie board,266.2,779.2,499,116.7,100.3,5.5,18.1,6.9,Y
Hallie board,366.3,803,498.9,116.2,100.1,5.5,34.3,38.5,Y
Hallie board,216.3,381.1,706,115,110.3,5.2,112.4,86.1,Y
Hallie board,83.2,616.8,635.4,117,105.8,5.3,7.3,7.3,Y
Hallie board,266.3,712.8,596,113.6,102.9,5.3,74.9,44.7,Y
Hallie board,216.4,561,378.8,110.1,83,5.1,39.1,42,Y
Hallie board,232.8,705.6,679,113.1,105.9,5.2,211.6,32.3,Y
Hallie board,316.3,576.5,685.1,114.6,107.6,5.2,103.8,22.8,Y
Hallie board,449.4,591.3,659,117.1,108.4,5.4,30.7,17.1,Y
Hallie board,266.3,657,647.6,118.6,108.9,5.4,16.6,22.9,Y
Hallie board,316.2,692.7,632.6,120.4,109.3,5.5,12.6,36.8,Y
Hallie board,332.9,739,621.5,119.6,108.8,5.5,22.4,21.9,Y
Hallie board,382.7,792.6,655.2,118.8,110.3,5.5,23.6,84.6,Y
Hallie board,182.9,419.2,512.6,114.2,96.9,5.3,243.7,30.6,Y
Hallie board,349.5,730.3,541.1,102.9,89.9,4.8,16.7,20.6,Y
Hallie board,199.7,547.8,224.7,100.9,65.7,4.6,50.1,51.3,Y
Hallie board,83.2,437.6,350.7,102.8,75,4.7,12.3,3.2,Y
Hallie board,515.7,729.3,561.1,106.4,94.1,5,25.7,43.3,Y
Hallie board,133.1,758.2,535,105.8,92.3,5,9.3,7.6,Y
Hallie board,283,935.4,522.5,104.9,95.1,5.1,39.1,22.3,Y
Hallie board,682.3,727.6,491.6,111.6,93.1,5.2,24.7,30.3,Y
Hallie board,166.5,1073.9,668.8,105.7,109.7,5.4,183.1,65.4,Y
Hallie board,149.7,832,619.2,113.7,104.8,5.4,67.4,44.5,Y
Hallie board,116.5,791.9,589.8,113.7,103.1,5.4,17.8,109.6,Y
Hallie board,682.3,778.6,569.3,114.4,103.6,5.4,20.2,15.6,Y
Hallie board,599,799.2,544.9,116.2,103.8,5.5,28.6,10.1,Y
Hallie board,598.9,824,560.1,117.1,106.3,5.5,16.1,11.2,Y
Hallie board,549.1,840.9,540.9,115.5,104,5.5,21.5,7.5,Y
Hallie board,233.2,878.7,543.5,114.6,104.2,5.5,25.5,5.3,Y
Hallie board,216.1,398.4,647.1,112.3,106.2,5.3,133.9,38.6,Y
Hallie board,83.2,310.3,640.5,102.8,98.4,4.9,33.9,10.9,Y
Hallie board,83,702.3,594.9,102.2,92.2,4.7,6.9,8.2,Y
Hallie board,282.7,1131.2,558.7,93.7,94.7,5,46,10.8,Y
Hallie board,366.2,918.2,556.3,103.5,96.6,5.1,14.8,10.3,Y
Hallie board,166.4,508.9,699.7,112.2,106,5.2,123,21,Y
Hallie board,482.7,590.9,762.1,116.8,111.9,5.3,55.1,45.2,Y
Hallie board,249.6,597.9,712.4,117.9,111.8,5.4,21.1,13,Y
Hallie board,332.8,634.1,683.9,118.4,110.4,5.4,29.1,19.9,Y
Hallie board,233.3,441.7,423.2,113.4,89.6,5.3,128.5,58.8,Y
Hallie board,99.7,445.8,823.4,107.3,106.3,4.9,53.5,88.1,Y
Hallie board,116.7,503.9,738.7,111.4,109,5.2,38.4,29.1,Y
Hallie board,183,679.4,684.1,116.5,108.8,5.4,21.1,6.1,Y
Hallie board,99.9,692.5,727,119.2,113.5,5.4,10.9,6.6,Y
Hallie board,765.5,703.4,740.1,121.3,115.9,5.5,112.6,45.7,Y
Hallie board,83.2,670.4,840.7,124,119.6,5.5,24.1,37.1,Y
Hallie board,266,587,796.7,124.3,117.9,5.5,29.7,24.6,Y
Hallie board,316.2,570.1,776.4,122.2,117.5,5.6,75.3,22.9,Y
Hallie board,266.3,565.4,778.9,124.3,119.1,5.6,17,21.7,Y
Hallie board,266.2,590.7,787.2,123.9,119.6,5.6,61.7,25.6,Y
Hallie board,299.6,606.9,788.4,125.1,118.9,5.6,52.8,53.1,Y
Hallie board,216.3,661.5,789.4,124.3,118,5.6,64.2,94.6,Y
Hallie board,266.3,652,816.3,124,119.5,5.5,40.4,68.2,Y
Hallie board,116.3,663.3,862.1,123.7,118.7,5.5,1.6,83.4,Y
Hallie board,149.7,681.4,754.8,122.9,116.6,5.5,8.8,5.2,Y
Hallie board,249.8,711.9,753.1,123.1,117.5,5.5,21.3,13,Y
Hallie board,549.1,764.2,762.3,123,118.7,5.6,100.8,75.8,Y
Hallie board,99.8,538.9,1598,112.7,87.7,4.7,12.8,48.5,Y
Hallie board,133.1,524.9,1563.8,125.9,103.3,5,52.5,134.2,Y
Hallie board,66.8,428.1,1050.1,125.8,121.3,5.4,9.2,17.8,Y
Hallie board,83.2,449.6,929.4,121.6,112.4,5.5,52.3,36.7,Y
Hallie board,299.5,359.6,518.8,114.7,93.3,5,75.8,94.1,Y
malayaz,82.4,371.9,1505.1,60.6,47.6,3.1,398,167.5,N
malayaz,99.6,-229,1609.2,62.3,50,3.2,194,103.4,N
malayaz,182.8,573.7,343.7,63.5,54.5,3.2,144.1,84.7,N
malayaz,83.1,782.1,1989.9,64.4,51.8,3.2,26.8,76.8,N
malayaz,116.1,1143.2,147.7,62.6,53.9,3.2,166.7,55.5,N
malayaz,248.7,771.3,253.8,63,54.4,3.2,442.9,72,N
malayaz,99.6,741.7,268.2,62.7,54.8,3.2,178,35.9,N
malayaz,332,422.2,420.3,61.5,55.2,3.2,441.4,91.1,N
malayaz,282.3,438.9,392.2,60.9,53.9,3.2,130,32.2,N
malayaz,165.9,477.7,393.7,62.3,55.7,3.3,213.4,71.2,N
malayaz,182.7,644,358.2,62.6,55.7,3.3,336.7,102.3,N
malayaz,99.5,254.2,509,64.7,57.8,3.3,202.2,108.3,N
malayaz,398.4,472.1,419.6,63.3,56.3,3.2,645.6,176.2,N
malayaz,115.7,870.9,351.6,63.6,55.7,3.3,253.4,87.1,N
malayaz,99.4,769.6,382.4,62.7,54.8,3.3,113.3,39.5,N
malayaz,83,-213.7,764.7,65.6,61,3.3,371.1,689.1,N
malayaz,165.9,807.1,1327.4,32.4,31.2,3.2,76.8,67.8,N
malayaz,116.4,396.2,939.9,28.9,27.9,2.8,151.2,228.7,N
malayaz,99.6,402.3,1006.5,28.2,26.8,2.8,137.8,214.7,N
malayaz,99.4,1333.7,254.9,53.3,48.3,2.6,23.3,15,N
malayaz,232.3,712.3,381.5,50.4,46.9,2.6,588.9,114.5,N
malayaz,199.3,122,804.5,30,28.7,3,312.9,426.1,N
malayaz,99.9,188.9,672.1,53.5,50,2.6,193.1,113.1,N
malayaz,215.7,563,430.7,50.6,47.1,2.4,404.2,74.5,N
malayaz,99.4,210.5,418.1,49.7,45.5,2.5,432.1,121,N
malayaz,133,528.4,359,48.8,45.3,2.5,454.3,82.1,N
malayaz,82.6,439.5,420.2,45.2,41.4,2.5,92.2,17.8,N
malayaz,66.5,991.6,308.8,39.8,35.8,2.4,153.9,39.1,N
malayaz,66.6,459.2,328.1,48,43.3,2.4,160.9,68.9,N
malayaz,116,683.6,495.9,45.1,40.6,2.5,377.9,47.7,N
malayaz,182.3,376.7,1830.6,61.1,57.1,3.1,24.1,113.6,N
malayaz,132.9,196.6,1234.7,61.5,57.3,3.2,59.1,167.2,N
malayaz,115.9,-518.4,5922.5,60,55.4,3,96.3,119.7,N
malayaz,331.9,-119.5,1067.8,58.6,53.1,3,454,506.8,N
malayaz,199.2,45.5,828.7,59.6,53.8,3,134.9,101.3,N
malayaz,99.3,207.8,703.5,59,53.5,3,31,34.9,N
malayaz,415.1,53.8,821.7,59.7,54.2,3,175.1,125,N
malayaz,116.1,18.4,814.4,59.4,54.7,3,133.8,99.6,N
malayaz,99.1,-19.7,738.5,59.5,54.2,3,227.3,208.3,N
malayaz,83.3,-122.6,831.4,56.8,50.4,3,10.7,88.9,N
malayaz,132.8,-616.8,1329.7,59.8,53.1,3,39.7,71.2,N
malayaz,99.6,513.2,376.3,60.2,53.2,3.1,226.1,113.3,N
malayaz,116.5,363.2,402.7,58.9,53,3.1,145.4,63.2,N
malayaz,298.5,103.7,489.9,58.8,52.4,3,73.7,36.7,N
malayaz,116.1,417.8,366.9,57.6,51.3,3,36.7,16,N
malayaz,66.5,-250.2,739,57.8,51.5,3,91.1,71.1,N
malayaz,165.3,-162.7,734.6,57.5,51.7,3,142.9,77.2,N
malayaz,198.6,409,424.2,57.7,51.1,3,72.7,47.9,N
malayaz,116.3,-580.8,1707.1,58.9,54,3,36.1,52.9,N
malayaz,116.2,-773.6,2047.7,59.1,53.4,3,17.8,76,N
malayaz,83,113.1,764.5,59.2,55,3,127.4,106.4,N
malayaz,99.7,330.2,683.4,35.8,32.8,3,158.7,106.5,N
malayaz,315.5,285.6,665.1,57,51.8,3.1,320.4,145.7,N
malayaz,199.4,503,554.9,61.9,56,3.1,122.1,65.9,N
malayaz,116.5,1196.7,207.9,61.3,53.9,3.1,79.8,46.7,N
malayaz,66.4,1087.2,265.8,62.3,53.8,3.1,27.8,21.5,N
malayaz,83.3,-1213.9,3086,63.2,58.8,3.2,54.3,21,N
malayaz,165.9,219.2,727.4,61.8,56.4,3.2,445.8,230,N
malayaz,116.2,486,645.1,60.1,55.1,3.1,804.9,315.4,N
malayaz,149.5,431.8,603,60.4,55,3.1,203.4,58.2,N
malayaz,182.6,48.1,798.2,59.6,54.8,3.1,310.8,172.8,N
malayaz,116.2,460.2,290.2,60.3,52.1,3.1,147,9.7,N
malayaz,83.4,323.2,603,62,55,3.2,62.9,45.5,N
malayaz,265.3,63.7,758.7,65.5,58.1,3.3,366.4,365.1,N
malayaz,83,680.5,499.1,64.2,56.6,3.2,315.2,76.9,N
malayaz,132.9,733.1,461.9,58.3,51.1,3.2,504.3,181.9,N
malayaz,182.8,388.9,541.1,62.3,55.4,3.2,215.1,69.8,N
malayaz,83,241.1,583.9,61.2,55.6,3.2,90.9,48,N
malayaz,133,146.6,581,63.8,56.6,3.2,148.3,149.5,N
malayaz,82.7,-27.4,694.8,62.8,57.2,3.3,13.9,22.8,N
malayaz,149.5,-72.6,717.4,64.2,57.9,3.3,358.8,334.3,N
malayaz,132.8,174.4,529.7,61.5,54.1,3.3,108.8,92.3,N
malayaz,547.6,176.2,530.5,61.3,53.9,3.2,307.7,185.1,N
malayaz,282.1,224.8,479.7,61.6,54.8,3.3,185.5,66.7,N
malayaz,116.2,424,420.3,60.9,53.6,3.2,57.1,19.7,N
malayaz,315,148.1,464.2,61.5,54.2,3.2,307,138.8,N
malayaz,149.2,575.4,403.8,59.9,53.2,3.2,176.6,51.3,N
malayaz,248.9,104.8,540.5,60.4,54.5,3.2,40.1,32.3,N
malayaz,132.9,364.3,526,60,54.4,3.3,84.8,35.8,N
malayaz,82.7,587.5,472.4,59.8,54,3.3,41.1,11.5,N
malayaz,232.3,443.9,494.8,59.4,53.7,3.2,237.3,71.5,N
malayaz,82.8,-1516.2,7395.6,63,59,3.2,142.1,249.1,N
malayaz,82.9,-210.8,5193.2,60.6,56.4,3.1,208.3,680.7,N
malayaz,99.1,-349.9,1599.6,45.2,42,3.1,354.4,688.1,N
malayaz,99.9,-192,1240.6,63.5,57.8,3.2,122.2,99.4,N
malayaz,83.1,371.5,758.3,37.6,33.2,3.2,94.5,43.5,N
malayaz,149.1,331.5,771.6,32.3,28.8,3.2,221.4,212.3,N
malayaz,99.4,-225.4,1253,64.5,57.3,3.2,89.1,130.9,N
malayaz,115.8,200.6,827.9,31.7,28.3,3.2,42.1,40.9,N
malayaz,83,439.6,678.5,37.6,33,3.3,51.8,38.6,N
malayaz,67,306.2,687.8,33,28.3,3.3,18.7,18.4,N
malayaz,132.8,416,659.6,32.3,29,3.2,85.4,62.1,N
malayaz,215.5,406.9,646.1,38.9,34.9,3.2,144.8,112.2,N
malayaz,132.8,184.8,919.8,66.6,61.5,3.3,144.3,197.7,N
malayaz,215.4,61,768.6,65.8,61.5,3.2,91.2,103.6,N
malayaz,298.6,-8.6,683.6,64.8,61.4,3.2,210,119.2,N
malayaz,165.7,-223.5,565.2,66.7,63.6,3.3,44.9,20.1,N
malayaz,116.4,191.3,880.1,67.6,63,3.3,50.9,46.6,N
malayaz,166.2,43.6,725.8,53.1,50.2,3.3,51.9,44.2,N
malayaz,232.1,131.9,809.3,65.7,62.1,3.3,88.3,89.3,N
malayaz,298.5,218,914.9,66,61.6,3.2,101.8,147.4,N
malayaz,199.1,47,755.9,65.5,62.1,3.3,276.6,270.7,N
malayaz,99.7,275,1492.2,64.2,55.7,3.3,587.1,84.7,N
malayaz,82.7,-658.6,1654.7,61.8,56.4,3.2,150.8,290.4,N
malayaz,116.4,92.4,720.3,59.4,53.7,3,38.7,42,N
malayaz,66.7,374,2596.4,62,58,3.1,12.4,214.7,N
malayaz,82.8,300.6,1556.4,61,53,3.1,89.7,13.9,N
malayaz,133,1164.9,292.1,62,54,3.1,44.9,23.2,N
malayaz,265.7,751.5,403.6,62.8,55.4,3.2,246.8,89.2,N
malayaz,83,-395.8,1318.1,61.8,56.8,3.2,26.8,42.5,N
malayaz,132.5,-78.3,962.2,61.8,56.7,3.2,100,99.3,N
malayaz,99.5,-204.3,1138.4,61.5,55,3.1,59.8,44.4,N
malayaz,66.3,-699.3,1825.5,61,55.5,3.1,37.3,67.3,N
malayaz,198.9,809,536.1,61.8,55.2,3.2,551,182,N
malayaz,83,247.3,756.2,61.4,56.4,3.2,21.7,31.8,N
malayaz,83.1,-1425.1,4429.3,63,57.8,3.2,25.6,147.3,N
malayaz,83.1,-316.8,1538.6,62.4,57.2,3.2,24,40.8,N
malayaz,149.1,175.4,858.6,62,57.1,3.1,42.5,26,N
malayaz,166,506.2,638.1,61.4,56.1,3.1,144.1,101.3,N
malayaz,166,762.2,568,61.8,55.9,3.1,89.6,10.3,N
malayaz,397.8,806.4,586.8,61.5,55.7,3.1,470.6,141,N
malayaz,116.2,-28.2,1020.6,60.9,55,3,343.1,260.8,N
malayaz,116.3,465.7,1658.3,58.9,51.1,3,115.4,31,N
malayaz,83.3,109.8,867.5,64.6,60.6,3.2,197.9,252,N
malayaz,364.6,105.8,846.8,67,62.8,3.4,41.1,47.9,N
malayaz,381.7,29,749,67.4,62.9,3.3,195.8,177.4,N
malayaz,99.6,346.1,1193,65.2,61,3.3,38,83.3,N
malayaz,115.8,64.4,772.4,63.9,59.3,3.2,61.5,76.8,N
malayaz,116,1429.7,406.1,60.1,55,3,369.9,73,N
malayaz,165.9,209.1,514.6,59.6,52.2,3,347.6,150.7,N
malayaz,248.9,242.1,941,54.5,51.1,3.1,45.8,75.7,N
malayaz,149.5,356.2,1133.4,39.3,36.4,3.2,31.5,115.3,N
malayaz,166.5,375,420.9,63,55,3.2,608.3,175,N
malayaz,132.8,911.8,2037.3,62.4,52,3.2,60.2,169.8,N
malayaz,232.6,657.1,550.7,60.9,54.6,3,445.8,69.7,N
malayaz,82.8,794.7,444.7,61,53.4,3,192.9,24.6,N
malayaz,82.7,493,488.7,61,53,3,209,58.9,N
malayaz,116.3,984.2,380.7,61.3,53,3,173.1,37.3,N
malayaz,116.2,680.2,431.9,61.3,53,3,91.9,7.1,N
malayaz,165.6,259.3,628.3,58.6,51.8,2.9,390.1,176.1,N
malayaz,132.7,736.3,442.3,59.4,51.6,3,503.3,113.4,N
malayaz,116.3,1101.4,2346.6,52,43.4,3,50.1,166.1,N
malayaz,83,-43.5,813.8,62.2,54.4,3.2,140.7,146.1,N
malayaz,99.5,686.8,2211.9,66,62.5,3.2,6,246.6,N
malayaz,66.6,541.1,1059.1,31.8,30,3.1,176.6,247.2,N
malayaz,83.1,489.9,1853.6,64,60.2,3.2,5.6,6.5,N
malayaz,82.9,548.9,1952.4,65.5,61,3.2,18,59.5,N
malayaz,83,516.1,2133.2,64,59.8,3.2,25.7,417.2,N
malayaz,99.6,378.9,1148.7,66.5,62,3.2,21.9,70.1,N
malayaz,99.5,451.7,1399.5,65.7,61.7,3.2,38,62.4,N
malayaz,99.7,-417,4962.2,32.7,29.7,3.2,45.8,69.8,N
malayaz,66.7,581.9,826.4,44.5,39.5,3.2,113.6,97.7,N
malayaz,149,435.7,1092,41.9,39.6,3.3,65.2,124.4,N
malayaz,99.9,-13.2,779.7,64.8,58.2,3.3,88.2,92.8,N
malayaz,315.3,631.2,573.7,65,59.8,3.2,347.7,117.9,N
malayaz,133,-241.3,1210.7,65.2,60.2,3.3,100.8,99.1,N
malayaz,83.1,-49.1,642.4,68.4,66,3.3,83,20.7,N
malayaz,99.5,-317.3,597.6,56.8,55.2,3.3,87.9,14.7,N
malayaz,116.3,426.6,1621,63.3,55.3,3.2,354.5,36.7,N
malayaz,82.9,-100.8,1212.1,58.6,54,3.3,248.6,343.6,N
malayaz,116.2,437.3,646.1,65.6,59.4,3.3,141.6,39.4,N
malayaz,133,1095.3,383.9,65.1,58,3.3,387.9,128.2,N
malayaz,83,704.7,482.7,57.6,51.2,3.2,78.3,63,N
malayaz,82.9,807.6,382.2,65,56,3.2,144,47.8,N
malayaz,83.1,343.5,652.5,66.6,60.2,3.4,334.5,207.8,N
malayaz,132.4,0.8,740.5,64.6,58.6,3.3,139.5,135.8,N
malayaz,99.5,356.6,628.3,67.2,61,3.4,77.2,35.9,N
malayaz,66.8,483.7,3086.1,68.8,64.3,3.4,13.6,159.8,N
malayaz,82.9,587.7,3274.2,39.8,38,3.4,26.9,64.3,N
malayaz,149.4,408.2,909.6,66,63.2,3.4,98.2,95.9,N
malayaz,132.6,206.6,232.2,67,56.4,3.4,429,124.3,N
malayaz,149.5,415.5,199,67.3,55.9,3.4,85.5,31.9,N
malayaz,82.9,669.5,1646.7,67.4,54.4,3.4,43.8,94.8,N
malayaz,148.9,607.8,1594,65.3,53.8,3.3,201.2,171.4,N
malayaz,149.4,576.5,1940.2,63.2,48.7,3.2,42.7,65.9,N
malayaz,66.4,831.3,530.4,63.8,56.8,3.2,140,20.2,N
malayaz,99.6,248.7,498.6,61,51.2,3,100.8,199.8,N
malayaz,66.6,618.8,745,61.8,55,3,310.5,205,N
malayaz,116.2,571.9,500.2,63.4,55.9,3.2,632.3,248.7,N
malayaz,149.3,449.5,1057,66.2,63.1,3.3,161.5,248.7,N
malayaz,83.5,-224.1,674.9,66,62.8,3.2,47.9,6,N
malayaz,99.6,-197.5,1677.3,56.8,52.8,2.8,75.5,141.2,N
malayaz,265.7,126.9,878.6,62.8,58.2,3.2,21.3,36.9,N
malayaz,83.1,-103,1550.5,64.4,58,3.2,35.2,8,N
malayaz,166,72.5,1222.5,60.4,54.5,3.2,342.1,452.8,N
malayaz,132.8,-454.2,2159.7,31.9,28.3,3.2,151.6,324.7,N
malayaz,99.6,-675.6,2770.6,36.3,32.7,3.2,29.1,54.9,N
malayaz,82.9,-133.5,1439.3,44.8,40,3.2,78.2,119.4,N
malayaz,82.7,-182.3,1372.8,51.6,46.8,3.2,88.1,115.5,N
malayaz,182.5,569.5,542.5,62,55.5,3.1,95.2,91.4,N
malayaz,116.5,-60.9,663.9,65.4,62.6,3.2,51.3,21.7,N
malayaz,98.9,1159.4,-63.6,65.3,51.8,3.2,95.2,43.2,N
malayaz,149.1,1890.6,-111.5,64.2,53,3.2,121.6,58.1,N
malayaz,116.2,181.7,797.4,66.7,63.1,3.3,95.2,97.2,N
malayaz,166.1,-190.1,669.2,34.7,32.9,3.4,27.9,8.2,N
malayaz,182.6,87.2,729.1,40.6,38.9,3.3,112.6,53.7,N
malayaz,232.6,301.8,890,67.5,64.3,3.3,43.7,49.3,N
malayaz,232.5,469.4,1172.2,66.6,63.1,3.2,114.5,259.6,N
malayaz,199.3,351.3,979.8,65.3,62.8,3.2,272.2,375.3,N
malayaz,149.7,207.4,810.8,59.1,57,3.3,138,115.2,N
malayaz,116.4,465.5,1163.7,61.1,58.3,3.2,186.2,352.5,N
malayaz,182.5,569.7,1370.2,65.9,62.5,3.2,59.3,198.9,N
malayaz,116.2,335.8,1036.6,64.7,61.3,3.2,292.7,404.5,N
malayaz,116.2,206.1,508.5,64.1,53.9,3.2,60.5,134.6,N
malayaz,116,845,213.7,63.6,52.1,3.1,204.3,163.5,N
malayaz,149.4,181,917.1,66.2,62.8,3.3,235.1,384.5,N
malayaz,83.1,156.4,815,52.8,50,3.2,70.4,90.6,N
malayaz,132.5,266.7,1089.1,65.5,61.9,3.3,125.1,94.9,N
malayaz,116.5,-99.3,672.7,66.7,62.1,3.2,174.7,62.6,N
malayaz,116.4,-530,525.6,65.6,62,3.2,660.9,64.6,N
malayaz,116.4,-61065.9,-69390.5,32.9,31.9,3.3,241.9,148.3,N
malayaz,83.2,891.1,547.2,62.4,54.6,3.1,452.4,132.5,N
malayaz,83.2,-50.4,952.3,59.6,52.4,2.9,169.7,225.5,N
malayaz,281.7,348.4,914,55.9,53.6,3.1,105.9,76.5,N
malayaz,199.3,583.1,1208.8,58.8,56.6,3.1,112.2,197.7,N
malayaz,99.6,609.7,728,62,55.5,3,345.9,90.3,N
malayaz,265.5,709.9,643.1,63.3,55.7,3.1,445.9,87.3,N
malayaz,82.9,842.4,589.2,62.6,56.8,3.1,358.8,82.9,N
malayaz,132.8,375.2,740.4,62.3,55,3.1,79.8,44.7,N
malayaz,198.7,368.1,756.4,62.7,55.3,3.1,235.2,112.9,N
malayaz,248.9,675.2,1270.1,30.9,28.4,3,70,150.9,N
malayaz,82.9,556.5,1911.9,58.6,52,3,100.7,11.8,N
malayaz,83,406,1948.4,49.2,42,3,95.7,110.2,N
malayaz,215.7,610.7,723.2,59.5,52.9,2.9,440.5,117.1,N
malayaz,99.5,-111.8,1428.8,60.5,54.5,3,111.6,122.6,N
malayaz,282.3,1308.3,300.1,59.8,51.1,3,220.6,75.5,N
malayaz,132.8,1019.3,384,60.5,51.8,3,99.3,30.4,N
malayaz,83.2,959.2,395.8,61,51.8,3,80.9,17.3,N
malayaz,83.1,639.1,1872.4,53.4,50.6,3,144.8,202.5,N
malayaz,182.7,543.2,677.1,66.2,59.7,3.3,64,48.5,N
malayaz,116.2,1150.4,46.5,63.1,53.4,3.2,27.9,24.4,N
malayaz,132.9,-124,5074.7,63.4,60.4,3.4,214,211.6,N
malayaz,83,-166.4,5050.5,67.4,65,3.4,116.9,64.6,N
malayaz,116.2,-214.1,1116.8,59.4,53.1,3,111.2,201.7,N
malayaz,166.1,122.7,956.6,57.2,49,2.8,126.4,114.4,N
malayaz,83,275.4,1137.3,66,60.7,3.2,40.4,215.6,N
malayaz,82.7,-906.7,4422.3,61.4,55.4,3,68.5,723.9,N
malayaz,83,-843,6215.8,60.4,55.4,3,115.7,88.8,N
malayaz,66.6,-161.2,2061,32,29,3.2,280.6,782.7,N
malayaz,149.4,451.3,1876.7,62.4,56.8,3.1,12.5,190,N
malayaz,83,-311.2,480,62,56,3,222.4,169.2,N
malayaz,82.7,-795.7,23.2,31.4,28.8,3,38.3,211.3,N
malayaz,115.9,-103.8,3397.9,27.4,24.7,2.6,43,103.6,N
malayaz,66.6,-422.1,908.7,26.3,23.5,2.5,157.2,329.4,N
malayaz,99.4,-74.7,1304.5,51.2,47.7,2.5,29.5,61.2,N
malayaz,148.9,99.9,834.4,51,47,2.5,20.4,17.6,N
malayaz,182.5,491.9,635.6,51.7,48.2,2.5,81.2,27.2,N
malayaz,165.9,680.6,587.2,48.3,44.7,2.3,145.9,42.5,N
malayaz,83,-175.1,520.9,25.2,23.2,2.4,210,53.8,N
malayaz,66.3,360.1,1262.1,60.3,55,3,51.8,92.3,N
malayaz,99.8,438.7,1148.4,35.8,32.8,3,275.4,331.1,N
malayaz,132.7,52.1,786.2,61.8,57.6,3.1,151.9,110.5,N
malayaz,182.6,603.5,1051.3,62,56.9,3,412.1,81.3,N
malayaz,132.7,1245.7,246.3,61.3,51.5,3,400.8,201.4,N
malayaz,99.8,877.8,440.2,60,51.5,3,168.8,120.4,N
malayaz,83.1,427,948,62,57.8,3.1,248.6,191.8,N
malayaz,215.3,-21.8,701.7,64.6,61.3,3.2,274.5,159.8,N
malayaz,116.4,590.5,1632.7,66.1,61.3,3.2,13.6,119.6,N
malayaz,83.2,-60.6,732.6,65.4,61.2,3.2,519.6,206.4,N
malayaz,83,478.4,1431,62.2,58,3,63.5,115.3,N
malayaz,66.6,-256,693.6,38,36.3,3.1,200.2,5.8,N
malayaz,66.5,69.7,778.4,59.3,55.3,3.2,58.3,37.4,N
malayaz,431.8,44.8,762.3,58.4,55.3,3.2,207.5,99.7,N
malayaz,83,-1460.3,7117.1,65,57.6,3.2,81.2,96.8,N
malayaz,116.4,-63,1189.2,61.7,55.9,3,172.2,230.8,N
malayaz,83.2,-264,1440.4,62.6,56.4,3,18.1,65.3,N
malayaz,99.1,381.7,1283.6,62.3,57.5,3.1,55.7,179.7,N
malayaz,116.3,515.2,3089.3,64,58.6,3.1,36,378.4,N
malayaz,66.4,-517.1,6013.4,66,59.3,3.2,50.4,44.3,N
malayaz,115.8,404.6,1492.5,64.7,59.9,3.2,63.2,251.1,N
malayaz,99.6,527,1711,52.7,49,3.2,22.2,109.8,N
malayaz,265.8,398.9,1167.4,63.1,58.2,3,94.8,246,N
malayaz,149.4,192.1,873.9,56.1,52.6,3.1,81.3,81.8,N
malayaz,183,363.3,1259.3,63.7,59.2,3.2,69.9,145.4,N
malayaz,132.9,357.2,1132.3,64.8,60.3,3.2,48.9,73.2,N
malayaz,381.7,919.7,473.6,63.9,55,3.1,123.3,73.7,N
malayaz,82.9,373.1,-134.8,59.4,47,3,135.7,207.2,N
malayaz,165.9,78.3,855.7,58.9,53.7,3.1,259.8,283.6,N
malayaz,116.2,119.4,975.2,64.3,58.6,3.2,148.6,84.6,N
malayaz,99.9,665.8,1619.9,63.2,51,3.1,38.9,22.3,N
malayaz,149.7,199.2,435.9,61.6,52.3,3.1,36.3,71.2,N
malayaz,82.7,423.1,1641.8,58.4,48.6,2.8,434.7,34.3,N
malayaz,115.9,592.2,1611.2,62.1,48.6,3.1,186.4,126,N
malayaz,199.2,882.8,700.1,60.6,54.1,3.1,481.6,54.2,N
malayaz,83,811.7,687.9,64,57.6,3.2,254.2,89.8,N
malayaz,116.1,353.1,725.3,64.7,57.7,3.2,300.6,196.3,N
malayaz,82.6,293.1,503.1,64,54,3.2,58,33,N
malayaz,166.1,-228.1,550.8,64.2,60.9,3.2,240.3,193.7,N
malayaz,66.6,490.1,1473.1,64,61,3.2,18.1,28.9,N
malayaz,182.1,401.6,1188.1,63.6,61,3.2,32.7,104.6,N
malayaz,116.3,532.6,2239.6,63.1,59.7,3.2,11.2,307.6,N
malayaz,99.6,251.4,993.1,60.5,58,3,56.7,99.5,N
malayaz,100,517.3,1277.6,53.7,50.5,3.2,37.1,145.1,N
malayaz,82.7,570.3,1704.3,64.6,60.4,3.2,9.5,82.1,N
malayaz,166,482.8,786.2,65.6,58.9,3.2,415.1,293.3,N
malayaz,99.8,489.9,826.3,64.2,58.8,3.2,194.7,60.9,N
malayaz,99.1,700.4,816.3,64,59.8,3.2,258.9,75,N
malayaz,149.2,299,649.3,63.7,56,3.1,209.3,147.8,N
malayaz,115.8,120.6,659.1,62,54.7,3.1,92.3,113.6,N
malayaz,149.7,405.8,1206.3,64.7,61.9,3.2,57.4,87.8,N
